identifier,landingPage,portalName
049769b33eac4f478db02cfec2a46f4a_0,https://public-iowadot.opendata.arcgis.com/datasets/049769b33eac4f478db02cfec2a46f4a_0,03a-02
7079e542aed1462fbf624cc8d57a61a3_0,https://public-iowadot.opendata.arcgis.com/datasets/7079e542aed1462fbf624cc8d57a61a3_0,03a-02
cb93bd841790419fbcaaf70feaceb1ae_0,https://public-iowadot.opendata.arcgis.com/datasets/cb93bd841790419fbcaaf70feaceb1ae_0,03a-02
2fc5a08e101744a89264d6af8609207c_0,https://public-iowadot.opendata.arcgis.com/datasets/2fc5a08e101744a89264d6af8609207c_0,03a-02
290388e203d941a58fb36ba4c451a470_0,https://public-iowadot.opendata.arcgis.com/datasets/290388e203d941a58fb36ba4c451a470_0,03a-02
062b224e0cbf4f1faab07361faf73d70_0,https://public-iowadot.opendata.arcgis.com/datasets/062b224e0cbf4f1faab07361faf73d70_0,03a-02
2f68c5ed94e14586bbb79e8a52c0e676_0,https://public-iowadot.opendata.arcgis.com/datasets/2f68c5ed94e14586bbb79e8a52c0e676_0,03a-02
c4ec2e51a6e14e11a0ddb557076ed987_0,https://public-iowadot.opendata.arcgis.com/datasets/c4ec2e51a6e14e11a0ddb557076ed987_0,03a-02
bf9b3cb1fb5447539a449442c38882e4_0,https://public-iowadot.opendata.arcgis.com/datasets/bf9b3cb1fb5447539a449442c38882e4_0,03a-02
32f37c3dd4574bb9925533eca54b5562_0,https://public-iowadot.opendata.arcgis.com/datasets/32f37c3dd4574bb9925533eca54b5562_0,03a-02
5e1cae654cc24ba9ba2239c5aa58c611_0,https://public-iowadot.opendata.arcgis.com/datasets/5e1cae654cc24ba9ba2239c5aa58c611_0,03a-02
0fb6f3664e804aa6a9f4cf7ecc21cb5b_0,https://public-iowadot.opendata.arcgis.com/datasets/0fb6f3664e804aa6a9f4cf7ecc21cb5b_0,03a-02
e70296b0aea44580a284d67f9aca0958_0,https://public-iowadot.opendata.arcgis.com/datasets/e70296b0aea44580a284d67f9aca0958_0,03a-02
5af4ec36dd3b4f3480012ee39da52b43_0,https://public-iowadot.opendata.arcgis.com/datasets/5af4ec36dd3b4f3480012ee39da52b43_0,03a-02
a2179d45beec4252b3b22fe907670219_0,https://public-iowadot.opendata.arcgis.com/datasets/a2179d45beec4252b3b22fe907670219_0,03a-02
d9230d7b74ad4007850a1eab5bdc3101_0,https://public-iowadot.opendata.arcgis.com/datasets/d9230d7b74ad4007850a1eab5bdc3101_0,03a-02
3718a97c7d6f4104ad8725687faa5f25_0,https://public-iowadot.opendata.arcgis.com/datasets/3718a97c7d6f4104ad8725687faa5f25_0,03a-02
2834b8eeb40042f5a8cec0abb3f9ecd8_0,https://public-iowadot.opendata.arcgis.com/datasets/2834b8eeb40042f5a8cec0abb3f9ecd8_0,03a-02
519914340c404479bb8aaa8627a55ed9_0,https://open-iowa.opendata.arcgis.com/datasets/519914340c404479bb8aaa8627a55ed9_0,03a-04
d716a64a46b7488abd208968fe6085cf_0,https://open-iowa.opendata.arcgis.com/datasets/d716a64a46b7488abd208968fe6085cf_0,03a-04
875d3ad3d49e4caf98c1471af3ffd6dc_27,https://open-iowa.opendata.arcgis.com/datasets/875d3ad3d49e4caf98c1471af3ffd6dc_27,03a-04
c9d272177d05497b9b7ec9dbc1b6de26_26,https://open-iowa.opendata.arcgis.com/datasets/c9d272177d05497b9b7ec9dbc1b6de26_26,03a-04
94c084314843468d9e9d0c93cf817d99_0,https://open-iowa.opendata.arcgis.com/datasets/94c084314843468d9e9d0c93cf817d99_0,03a-04
061e92e1ae73478785db0cbb45a057d7_0,https://open-iowa.opendata.arcgis.com/datasets/061e92e1ae73478785db0cbb45a057d7_0,03a-04
