identifier,landingPage,portalName
e5415a3931264157bc71e3675fe23683_0,http://public-iowadot.opendata.arcgis.com/datasets/e5415a3931264157bc71e3675fe23683_0,03a-02
bc49a5b29f134ae096090fefae12e0d8,http://public-iowadot.opendata.arcgis.com/datasets/bc49a5b29f134ae096090fefae12e0d8,03a-02
232b4f4fecca4671be2f2d1e175bfc1e,http://public-iowadot.opendata.arcgis.com/datasets/232b4f4fecca4671be2f2d1e175bfc1e,03a-02
56345086a493406f9a48f63183687edd_0,http://public-iowadot.opendata.arcgis.com/datasets/56345086a493406f9a48f63183687edd_0,03a-02
a3a5dc034a7143ee90079e479dd82c5a_0,http://public-iowadot.opendata.arcgis.com/datasets/a3a5dc034a7143ee90079e479dd82c5a_0,03a-02
0128511177d145c89c0a0952030eb264_4,http://opendata.dc.gov/datasets/0128511177d145c89c0a0952030eb264_4,04c-01
b0107a7cfb034cedbffcc5cb167f192a,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/b0107a7cfb034cedbffcc5cb167f192a,04f-01
5af7a3e9c0f34a7f93ac8935cb6cae3b_0,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/5af7a3e9c0f34a7f93ac8935cb6cae3b_0,04f-01
68b970bf65bc411c8a7f8f7b0bb7908d_0,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/68b970bf65bc411c8a7f8f7b0bb7908d_0,04f-01
b0107a7cfb034cedbffcc5cb167f192a_0,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/b0107a7cfb034cedbffcc5cb167f192a_0,04f-01
b0107a7cfb034cedbffcc5cb167f192a_1,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/b0107a7cfb034cedbffcc5cb167f192a_1,04f-01
7376cf9ea94942c39a7241fd06d76c8e,http://mbgna-umich.opendata.arcgis.com/datasets/7376cf9ea94942c39a7241fd06d76c8e,07d-02
796ee43a52a54a71a716d9a5af7ec56f_27,http://gis-michigan.opendata.arcgis.com/datasets/796ee43a52a54a71a716d9a5af7ec56f_27,06a-01
7afd0b4429824eea857c25507694c17a_0,http://gis-michigan.opendata.arcgis.com/datasets/7afd0b4429824eea857c25507694c17a_0,06a-01
7afd0b4429824eea857c25507694c17a_1,http://gis-michigan.opendata.arcgis.com/datasets/7afd0b4429824eea857c25507694c17a_1,06a-01
7afd0b4429824eea857c25507694c17a,http://gis-michigan.opendata.arcgis.com/datasets/7afd0b4429824eea857c25507694c17a,06a-01
c468f149e43e46fab64c0f10a314596f_1,http://accessoakland.oakgov.com/datasets/c468f149e43e46fab64c0f10a314596f_1,06b-26125
475b5e412b384f4aa16448379159081e,http://accessoakland.oakgov.com/datasets/475b5e412b384f4aa16448379159081e,06b-26125
09e6c0118b754d2f83f1c7d5e4fdb7d0_1,http://accessoakland.oakgov.com/datasets/09e6c0118b754d2f83f1c7d5e4fdb7d0_1,06b-26125
09e6c0118b754d2f83f1c7d5e4fdb7d0_0,http://accessoakland.oakgov.com/datasets/09e6c0118b754d2f83f1c7d5e4fdb7d0_0,06b-26125
c4334b36f3374460b38c0a6748d03607_0,http://accessoakland.oakgov.com/datasets/c4334b36f3374460b38c0a6748d03607_0,06b-26125
8c5242f931f04cc8b6d234cd74ee674d,http://accessoakland.oakgov.com/datasets/8c5242f931f04cc8b6d234cd74ee674d,06b-26125
475b5e412b384f4aa16448379159081e_0,http://accessoakland.oakgov.com/datasets/475b5e412b384f4aa16448379159081e_0,06b-26125
475b5e412b384f4aa16448379159081e_1,http://accessoakland.oakgov.com/datasets/475b5e412b384f4aa16448379159081e_1,06b-26125
09e6c0118b754d2f83f1c7d5e4fdb7d0,http://accessoakland.oakgov.com/datasets/09e6c0118b754d2f83f1c7d5e4fdb7d0,06b-26125
c468f149e43e46fab64c0f10a314596f_0,http://accessoakland.oakgov.com/datasets/c468f149e43e46fab64c0f10a314596f_0,06b-26125
c468f149e43e46fab64c0f10a314596f,http://accessoakland.oakgov.com/datasets/c468f149e43e46fab64c0f10a314596f,06b-26125
85cf3eb63f54421d87690f3c7b01595b_1,http://accessoakland.oakgov.com/datasets/85cf3eb63f54421d87690f3c7b01595b_1,06b-26125
