Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Theme,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record,File Size
PlacePoints,PlacePoints,"PLACES (PopulationLevelAnalysis andCommunityEstimates) is an expansion of the original 500 Cities project and is a collaboration between theCenters for Disease Control and Prevention (CDC), theRobert Wood Johnson Foundation (RWJF), and theCDC Foundation (CDCF). The original 500 Cities Project provided city- and census tract-level estimates for the 500 largest US cities. PLACES extends these estimates to all counties, places (incorporated and census designated places), census tracts, and ZIP Code Tabulation Areas (ZCTA) across the United States. This service includes 29 measures for chronic disease related health outcomes (13), prevention measures (9), health risk behaviors (4), and health status (3). Data were provided by CDC Division of Population Health, Epidemiology and Surveillance Branch. Data sources used to generate these measures include BRFSS data (2019 or 2018), Census Bureau 2010 census population data or annual population estimates for county vintage 2019 or 2018, and American Community Survey (ACS) 2015-2019 or 2014-2018 estimates.The health outcomes include arthritis, current asthma, high blood pressure, cancer (excluding skin cancer), high cholesterol, chronic kidney disease, chronic obstructive pulmonary disease (COPD), coronary heart disease, diagnosed diabetes, depression, obesity, all teeth lost, and stroke. The prevention measures include lack of health insurance, visits to doctor for routine checkup, visits to dentist, taking medicine for high blood pressure control, cholesterol screening, mammography use for women, cervical cancer screening for women, colon cancer screening, and core preventive services use for older adults (men and women). The health risk behaviors include binge drinking, current smoking, physical inactivity, and sleeping less than 7 hours. The health status measures include mental health not good for ≥14 days, physical health not good for ≥14 days, and fair or poor health. For more information, please visithttps://www.cdc.gov/placesor contactplaces@cdc.gov.",eng,Centers for Disease Control and Prevention,Esri,Datasets,,Chronicdisease|Smallareaestimation|Riskfactor|Healthoutcome|Prevention|CDC|CensusTract|City|Health|PLACES|ZCTA|County,2020-08-31T18:35:16.000Z,Continually updated resource,,United States,"-176.6208,19.1605,-66.9899,71.3879",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/cdcarcgis::placepoints,https://gis-for-racialequity.hub.arcgis.com/datasets/cdcarcgis::placepoints.zip,,https://services3.arcgis.com/ZvidGQkLaDJxRSJ2/arcgis/rest/services/PLACES_LocalData_for_BetterHealth/FeatureServer/0,,item.html?id=3b7221d4e47740cab9235b839fa55cd7&sublayer=0,https://hub.arcgis.com/datasets/item.html?id=3b7221d4e47740cab9235b839fa55cd7&sublayer=0,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,2022-08-19,,Public,False,False,12.2123 MB
ZCTAs,ZCTAs,"PLACES (PopulationLevelAnalysis andCommunityEstimates) is an expansion of the original 500 Cities project and is a collaboration between theCenters for Disease Control and Prevention (CDC), theRobert Wood Johnson Foundation (RWJF), and theCDC Foundation (CDCF). The original 500 Cities Project provided city- and census tract-level estimates for the 500 largest US cities. PLACES extends these estimates to all counties, places (incorporated and census designated places), census tracts, and ZIP Code Tabulation Areas (ZCTA) across the United States. This service includes 29 measures for chronic disease related health outcomes (13), prevention measures (9), health risk behaviors (4), and health status (3). Data were provided by CDC Division of Population Health, Epidemiology and Surveillance Branch. Data sources used to generate these measures include BRFSS data (2019 or 2018), Census Bureau 2010 census population data or annual population estimates for county vintage 2019 or 2018, and American Community Survey (ACS) 2015-2019 or 2014-2018 estimates.The health outcomes include arthritis, current asthma, high blood pressure, cancer (excluding skin cancer), high cholesterol, chronic kidney disease, chronic obstructive pulmonary disease (COPD), coronary heart disease, diagnosed diabetes, depression, obesity, all teeth lost, and stroke. The prevention measures include lack of health insurance, visits to doctor for routine checkup, visits to dentist, taking medicine for high blood pressure control, cholesterol screening, mammography use for women, cervical cancer screening for women, colon cancer screening, and core preventive services use for older adults (men and women). The health risk behaviors include binge drinking, current smoking, physical inactivity, and sleeping less than 7 hours. The health status measures include mental health not good for ≥14 days, physical health not good for ≥14 days, and fair or poor health. For more information, please visithttps://www.cdc.gov/placesor contactplaces@cdc.gov.",eng,Centers for Disease Control and Prevention,Esri,Datasets,,Chronicdisease|Smallareaestimation|Riskfactor|Healthoutcome|Prevention|CDC|CensusTract|City|Health|PLACES|ZCTA|County,2020-08-31T18:35:16.000Z,Continually updated resource,,United States,"-176.6847,19.0291,-66.9500,71.4573",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/cdcarcgis::zctas,https://gis-for-racialequity.hub.arcgis.com/datasets/cdcarcgis::zctas.zip,,https://services3.arcgis.com/ZvidGQkLaDJxRSJ2/arcgis/rest/services/PLACES_LocalData_for_BetterHealth/FeatureServer/4,,item.html?id=3b7221d4e47740cab9235b839fa55cd7&sublayer=4,https://hub.arcgis.com/datasets/item.html?id=3b7221d4e47740cab9235b839fa55cd7&sublayer=4,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,2022-08-19,,Public,False,False,594.0626 MB
Tracts,Tracts,"PLACES (PopulationLevelAnalysis andCommunityEstimates) is an expansion of the original 500 Cities project and is a collaboration between theCenters for Disease Control and Prevention (CDC), theRobert Wood Johnson Foundation (RWJF), and theCDC Foundation (CDCF). The original 500 Cities Project provided city- and census tract-level estimates for the 500 largest US cities. PLACES extends these estimates to all counties, places (incorporated and census designated places), census tracts, and ZIP Code Tabulation Areas (ZCTA) across the United States. This service includes 29 measures for chronic disease related health outcomes (13), prevention measures (9), health risk behaviors (4), and health status (3). Data were provided by CDC Division of Population Health, Epidemiology and Surveillance Branch. Data sources used to generate these measures include BRFSS data (2019 or 2018), Census Bureau 2010 census population data or annual population estimates for county vintage 2019 or 2018, and American Community Survey (ACS) 2015-2019 or 2014-2018 estimates.The health outcomes include arthritis, current asthma, high blood pressure, cancer (excluding skin cancer), high cholesterol, chronic kidney disease, chronic obstructive pulmonary disease (COPD), coronary heart disease, diagnosed diabetes, depression, obesity, all teeth lost, and stroke. The prevention measures include lack of health insurance, visits to doctor for routine checkup, visits to dentist, taking medicine for high blood pressure control, cholesterol screening, mammography use for women, cervical cancer screening for women, colon cancer screening, and core preventive services use for older adults (men and women). The health risk behaviors include binge drinking, current smoking, physical inactivity, and sleeping less than 7 hours. The health status measures include mental health not good for ≥14 days, physical health not good for ≥14 days, and fair or poor health. For more information, please visithttps://www.cdc.gov/placesor contactplaces@cdc.gov.",eng,Centers for Disease Control and Prevention,Esri,Datasets,,Chronicdisease|Smallareaestimation|Riskfactor|Healthoutcome|Prevention|CDC|CensusTract|City|Health|PLACES|ZCTA|County,2020-08-31T18:35:16.000Z,Continually updated resource,,United States,"-179.1473,19.0291,-66.9500,71.5062",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/cdcarcgis::tracts,https://gis-for-racialequity.hub.arcgis.com/datasets/cdcarcgis::tracts.zip,,https://services3.arcgis.com/ZvidGQkLaDJxRSJ2/arcgis/rest/services/PLACES_LocalData_for_BetterHealth/FeatureServer/3,,item.html?id=3b7221d4e47740cab9235b839fa55cd7&sublayer=3,https://hub.arcgis.com/datasets/item.html?id=3b7221d4e47740cab9235b839fa55cd7&sublayer=3,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,2022-08-19,,Public,False,False,377.6647 MB
Counties,Counties,"PLACES (PopulationLevelAnalysis andCommunityEstimates) is an expansion of the original 500 Cities project and is a collaboration between theCenters for Disease Control and Prevention (CDC), theRobert Wood Johnson Foundation (RWJF), and theCDC Foundation (CDCF). The original 500 Cities Project provided city- and census tract-level estimates for the 500 largest US cities. PLACES extends these estimates to all counties, places (incorporated and census designated places), census tracts, and ZIP Code Tabulation Areas (ZCTA) across the United States. This service includes 29 measures for chronic disease related health outcomes (13), prevention measures (9), health risk behaviors (4), and health status (3). Data were provided by CDC Division of Population Health, Epidemiology and Surveillance Branch. Data sources used to generate these measures include BRFSS data (2019 or 2018), Census Bureau 2010 census population data or annual population estimates for county vintage 2019 or 2018, and American Community Survey (ACS) 2015-2019 or 2014-2018 estimates.The health outcomes include arthritis, current asthma, high blood pressure, cancer (excluding skin cancer), high cholesterol, chronic kidney disease, chronic obstructive pulmonary disease (COPD), coronary heart disease, diagnosed diabetes, depression, obesity, all teeth lost, and stroke. The prevention measures include lack of health insurance, visits to doctor for routine checkup, visits to dentist, taking medicine for high blood pressure control, cholesterol screening, mammography use for women, cervical cancer screening for women, colon cancer screening, and core preventive services use for older adults (men and women). The health risk behaviors include binge drinking, current smoking, physical inactivity, and sleeping less than 7 hours. The health status measures include mental health not good for ≥14 days, physical health not good for ≥14 days, and fair or poor health. For more information, please visithttps://www.cdc.gov/placesor contactplaces@cdc.gov.",eng,Centers for Disease Control and Prevention,Esri,Datasets,,Chronicdisease|Smallareaestimation|Riskfactor|Healthoutcome|Prevention|CDC|CensusTract|City|Health|PLACES|ZCTA|County,2020-08-31T18:35:16.000Z,Continually updated resource,,United States,"-179.1473,19.0291,-66.9500,71.5062",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/cdcarcgis::counties,https://gis-for-racialequity.hub.arcgis.com/datasets/cdcarcgis::counties.zip,,https://services3.arcgis.com/ZvidGQkLaDJxRSJ2/arcgis/rest/services/PLACES_LocalData_for_BetterHealth/FeatureServer/2,,item.html?id=3b7221d4e47740cab9235b839fa55cd7&sublayer=2,https://hub.arcgis.com/datasets/item.html?id=3b7221d4e47740cab9235b839fa55cd7&sublayer=2,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,2022-08-19,,Public,False,False,101.408 MB
PlaceBoundaries,PlaceBoundaries,"PLACES (PopulationLevelAnalysis andCommunityEstimates) is an expansion of the original 500 Cities project and is a collaboration between theCenters for Disease Control and Prevention (CDC), theRobert Wood Johnson Foundation (RWJF), and theCDC Foundation (CDCF). The original 500 Cities Project provided city- and census tract-level estimates for the 500 largest US cities. PLACES extends these estimates to all counties, places (incorporated and census designated places), census tracts, and ZIP Code Tabulation Areas (ZCTA) across the United States. This service includes 29 measures for chronic disease related health outcomes (13), prevention measures (9), health risk behaviors (4), and health status (3). Data were provided by CDC Division of Population Health, Epidemiology and Surveillance Branch. Data sources used to generate these measures include BRFSS data (2019 or 2018), Census Bureau 2010 census population data or annual population estimates for county vintage 2019 or 2018, and American Community Survey (ACS) 2015-2019 or 2014-2018 estimates.The health outcomes include arthritis, current asthma, high blood pressure, cancer (excluding skin cancer), high cholesterol, chronic kidney disease, chronic obstructive pulmonary disease (COPD), coronary heart disease, diagnosed diabetes, depression, obesity, all teeth lost, and stroke. The prevention measures include lack of health insurance, visits to doctor for routine checkup, visits to dentist, taking medicine for high blood pressure control, cholesterol screening, mammography use for women, cervical cancer screening for women, colon cancer screening, and core preventive services use for older adults (men and women). The health risk behaviors include binge drinking, current smoking, physical inactivity, and sleeping less than 7 hours. The health status measures include mental health not good for ≥14 days, physical health not good for ≥14 days, and fair or poor health. For more information, please visithttps://www.cdc.gov/placesor contactplaces@cdc.gov.",eng,Centers for Disease Control and Prevention,Esri,Datasets,,Chronicdisease|Smallareaestimation|Riskfactor|Healthoutcome|Prevention|CDC|CensusTract|City|Health|PLACES|ZCTA|County,2020-08-31T18:35:16.000Z,Continually updated resource,,United States,"-176.6967,19.1373,-66.9799,71.4561",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/cdcarcgis::placeboundaries,https://gis-for-racialequity.hub.arcgis.com/datasets/cdcarcgis::placeboundaries.zip,,https://services3.arcgis.com/ZvidGQkLaDJxRSJ2/arcgis/rest/services/PLACES_LocalData_for_BetterHealth/FeatureServer/1,,item.html?id=3b7221d4e47740cab9235b839fa55cd7&sublayer=1,https://hub.arcgis.com/datasets/item.html?id=3b7221d4e47740cab9235b839fa55cd7&sublayer=1,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,2022-08-19,,Public,False,False,143.1755 MB
Heat Health Census Tracts,Heat Health Census Tracts,"This is a dataset of over 70,000 United States Census tracts enriched with over 25 demographic and environmental variables. The census tracts cover the conterminous United States, excluding Alaska, Hawaii, and Puerto Rico. The tract-level data were used to calculate and map climate resilience indices.The climate resilience analysis was undertaken as part of The Opportunity Project, a 12-week multi-disciplinary product development cycle to address the National Oceanic and Atmospheric Administration (NOAA) problem statementTackling the Climate Crisis through Climate-Smart Communities. The results include this hosted feature layer and several related maps. Each map is designed to address one specific intervention using a heat resilience index (HRI) and may be used for building more climate smart communities. An HRI is developed by combining environmental, exposure, and demographic variables and assigning the value to each census track to develop an ordering based on the HRI.The types of questions we are attempting to address with these HRIs and corresponding interventions include,Which neighborhoods have the greatest need for tree planting campaigns?Which neighborhoods have the greatest need for cooling centers?Which neighborhoods would benefit from a ""be a buddy program"" to check on populations at-risk?Data sources include the US CensusAmerican Community Survey (ACS)for all demographic variables and theMulti-Resolution Land Characteristics (MRLC) consortiumNational Land Cover Database (NLCD) for impervious surfaces and tree canopy raster data sets. And theNASA MODIS Land Surface Temperature and Emissivitydata. All data sets except for the NASA MODIS temperature data were obtained from Esri'sArcGIS Living Atlas of the World.The analysis and data products were first published in October 2021.Processing NotesThe polygon features underwent several processing steps as part of the enrichment process. The tools used were dependent on the type of input data.All table joins used the GEOID as a unique identifier for tracts.The Zonal Statistics as Table geoprocessing tool was used on raster data types that included Impervious Surfaces, Tree Canopy, and Land Surface Temperature inputs. Mean values for these inputs was calculated using the census tract as the zone and the raster as the value. Output was then joined back to the features using the GEOID unique value.Land Surface Temperature was a global 8-day interval mean value from 2002 - 2020. This was aggregated, first, to a mean recurring monthly and then again to obtain a high mean Summer (July - August) value that was used to enrich the census tract zones.The Join Field geoprocessing tool was used with the remainder of the ACS input variables.One additional ACS variable was obtained directly from the US Census bureau. Table B11001 was the source for 'Householder Living Alone'.",eng,Climate Solutions,Esri,Datasets,,urbanheat|intervention|climate|NOAA|temperature|Census|censustracts|heat|health|treeplanting|population|ACS,2021-09-22T20:07:13.000Z,Continually updated resource,,United States,"-124.7625,24.5211,-66.9496,49.3831",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/climatesolutions::heat-health-census-tracts,https://gis-for-racialequity.hub.arcgis.com/datasets/climatesolutions::heat-health-census-tracts.zip,,https://services8.arcgis.com/O5dJJKQg5b6RjO3d/arcgis/rest/services/Heat_Health_Census_Tract_Summaries_v1/FeatureServer/0,,item.html?id=7f05981247034b5da1887f14b7ed523b&sublayer=0,https://hub.arcgis.com/datasets/item.html?id=7f05981247034b5da1887f14b7ed523b&sublayer=0,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,2022-08-19,,Public,False,False,581.6486 MB
Hospitals Registered with Medicare,Hospitals Registered with Medicare,"This feature layer, utilizing data from the Centers of Medicare and Medicaid Services (CMS), depicts all hospitals that are currently registered with Medicare in the U.S. Since the passage of Medicare legislation in 1965, Section 1861 of the Social Security Act has stated that hospitals participating in the Medicare program must meet certain requirements specified in the act and that the Secretary of the Department Health and Human Services may impose additional requirements found necessary to ensure the health and safety of Medicare beneficiaries receiving services in hospitals. Based on this, the Conditions of Participation, a set of regulations setting minimum health and safety standards for hospitals participating in Medicare, were created in 1966 and substantially revised in 1986.Ascension Columbia St Mary's HospitalData currency: 9/22/21Data Modification: this data was created using the geocoding process on the CSV file.Data downloaded from:Hospital General InformationFor more information:HospitalsFor feedback, please contact:ArcGIScomNationalMaps@esri.comThumbnail image courtesy ofTim EvansonOther Federal User Community federally focused content that may interest youDepartment of Health and Human Services Centers for Medicare and Medicaid Services",eng,Esri U.S. Federal Datasets,Esri,Datasets,,Federal|federal|CMS|CenterforMedicareandMedicaidServices|Hospitals|Medicare|health|safety|HHS|USHHS|DepartmentofHealthandHumanServices|U.S.DepartmentofHealthandHumanServices|MedicareHospitals|SocialSecurityAct|healthcare,2020-06-30T14:23:34.000Z,Continually updated resource,,United States,"-159.6706,13.4850,144.8240,71.2990",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/fedmaps::hospitals-registered-with-medicare,https://gis-for-racialequity.hub.arcgis.com/datasets/fedmaps::hospitals-registered-with-medicare.zip,,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/Medicare_Hospitals/FeatureServer/0,,item.html?id=4ae399a6db4944998812765397e72c5e&sublayer=0,https://hub.arcgis.com/datasets/item.html?id=4ae399a6db4944998812765397e72c5e&sublayer=0,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,2022-08-19,,Public,False,False,0.5781 MB
U.S. Urban Heat Island Mapping Campaign,U.S. Urban Heat Island Mapping Campaign,"Cities in the U.S. are getting hotter, and that is causing significant health risks, especially to minorities, the elderly, and impoverished. There is significant spatial variation in temperature across a city due to changes in the landscape (elevation, tree cover, development, etc).NOAA has been engaged in anationwide effortwith CAPA Strategies to use a combination of Sentinel-2 satellite data along with temperature readings recorded from car- and bike-mounted sensors to generate detailed maps of the urban areas most impacted by heat. These measurements have been combined into single raster layers for morning, afternoon, and evening temperatures. As of 2020, 27 cities (26 in the U.S) have been mapped; a total of 50 cities will be mapped by the end of 2021.This layer shows the census tract (neighborhood) averages for those temperatures, along with additional information calculated for each neighborhood including:Temperature anomaly (neighborhood temperature compared to the citywide average)Impervious surfaceTree coverDemographicsTotal populationPopulation <5Population >65MinorityMedian incomePovertyCombining these different types of information can help planners identify areas at risk and help to develop mitigation and resilience plans to improve urban living conditions.More information about the campaign can be found inthis Story Mapby NOAA.",eng,Esri,Esri,Datasets,,urbanization|demographics|climate|temperature|treecover|impervioussurface|NOAA|poverty|atrisk|minority,2021-07-15T20:15:36.000Z,Continually updated resource,,United States,"-158.2209,18.2965,-65.9679,47.7779",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/esri::u-s-urban-heat-island-mapping-campaign,https://gis-for-racialequity.hub.arcgis.com/datasets/esri::u-s-urban-heat-island-mapping-campaign.zip,,https://services.arcgis.com/P3ePLMYs2RVChkJx/arcgis/rest/services/UrbanHeatIslands_v3/FeatureServer/0,,item.html?id=777502ece2b343f7b3ec54170f0d972e&sublayer=0,https://hub.arcgis.com/datasets/item.html?id=777502ece2b343f7b3ec54170f0d972e&sublayer=0,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,2022-08-19,,Public,False,False,7.4231 MB
Health System Contextual Measures by Health Unit,Health System Contextual Measures by Health Unit,"Reporting by health unit, this layer includes the following information:percentage of rural area populationpercentage of seniors (65 and older) for 2018percentage of immigrant populationpercentage of aboriginal populationpercentage of children living in low income familiespercentage of households experiencing food insecurity*prevalence of diabetes*prevalence of chronic obstructive pulmonary (COPD) disease*prevalence of high blood pressureprevalence of mood disorders*Data provided by theCanadian Institute for Health Information. Original source data can be foundhere. Complete metadata for this layer can be foundhere. Related datasetContextual Health Measures by Province.* indicates that some of the numbers are estimated and should be used with caution.",eng,Esri Canada - Technology Strategy Group,Esri,Datasets,,health|seniors|indigenous|immigrant|rural|diabetes|physicians|foodinsecurity,2021-01-29T20:45:54.000Z,Continually updated resource,,United States,"-141.0063,41.7084,-52.6133,83.1149",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/esrica-tsg::health-system-contextual-measures-by-health-unit,https://gis-for-racialequity.hub.arcgis.com/datasets/esri::u-s-urban-heat-island-mapping-campaign.zip,,https://services1.arcgis.com/B6yKvIZqzuOr0jBR/arcgis/rest/services/ContextualMeasures/FeatureServer/0,,item.html?id=27dd10c254c24446ae06c0f88458f409&sublayer=0,https://hub.arcgis.com/datasets/item.html?id=27dd10c254c24446ae06c0f88458f409&sublayer=0,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,2022-08-19,,Public,False,False,7.4231 MB
Healthcare Facilities of the Indian Health Service,Healthcare Facilities of the Indian Health Service,"This Indian Health Service (IHS) feature layer displays health facilities within the U.S.The IHS is an agency within the Department of Health and Human Services. It is responsible for providing federal health services to American Indians and Alaska Natives. These services include hospitals, behavioral health facilities, health centers, dental clinics, health stations, Alaska Village Clinics and other services.The provision of health services to members of federally-recognized Tribes grew out of the special government-to-government relationship between the federal government and Indian Tribes. The IHS is the principal federal health care provider and health advocate for Indian people, and its goal is to raise their health status to the highest possible level. The IHS provides a comprehensive health service delivery system for American Indians and Alaska Natives who are members of 566 federally recognized Tribes across the U.S.Immokalee Health CenterData currency: current Federal serviceData modification: noneFor more information:Health Care;Find Health Care;Mapping and VisualizationFor feedback please contact:ArcGIScomNationalMaps@esri.comThumbnail image courtesy ofBen LazoOther Federal User Community federally focused content that may interest youDepartment of Health and Human ServicesIndian Health Service",eng,Esri U.S. Federal Datasets,Esri,Datasets,,IndianHealthService|IHS|U.S.DepartmentofHealthandHumanServices|USHHS|HealthandHumanServices|healthservice|AmericanIndians|AlaskaNatives|healthfacilities|HHS|NativeAmericans|healthcare|health|hospitals|behavioralhealthfacilities|healthcenters|dentalclinics|healthstations|tribe|tribal|tribes|AlaskaVillageClinics|population|demographics|Federal,2020-08-06T18:07:58.000Z,Continually updated resource,,United States,"-176.6396,25.7627,-67.0423,71.2926",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/fedmaps::healthcare-facilities-of-the-indian-health-service-1,https://gis-for-racialequity.hub.arcgis.com/datasets/fedmaps::healthcare-facilities-of-the-indian-health-service-1.zip,https://maps.ihs.gov/server/rest/services/OPHS/ihs_health_facilities/MapServer/0,,,item.html?id=f54bca11a622446c9472e962fdaf2bea&sublayer=0,https://hub.arcgis.com/datasets/item.html?id=f54bca11a622446c9472e962fdaf2bea&sublayer=0,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,2022-08-19,,Public,False,False,0.165 MB
