identifier,landingPage,portalName
84626254386246518a43a7a6f1ea2049_16,http://gis-michigan.opendata.arcgis.com/datasets/84626254386246518a43a7a6f1ea2049_16,06a-01
dfe1ff34fe65456d9ed90aa6630e724d_2,http://gis-michigan.opendata.arcgis.com/datasets/dfe1ff34fe65456d9ed90aa6630e724d_2,06a-01
076298de35ba420a8330df08492f018b_12,http://gis-michigan.opendata.arcgis.com/datasets/076298de35ba420a8330df08492f018b_12,06a-01
1e71a854afea41c4ad1aa95b20393d6c_15,http://gis-michigan.opendata.arcgis.com/datasets/1e71a854afea41c4ad1aa95b20393d6c_15,06a-01
a51aed66cccc45b9aa6de4cff99a546a_0,http://public-iowadot.opendata.arcgis.com/datasets/a51aed66cccc45b9aa6de4cff99a546a_0,03a-02
a16c4b7650b94161a5c8f124c42f9fbf_0,http://public-iowadot.opendata.arcgis.com/datasets/a16c4b7650b94161a5c8f124c42f9fbf_0,03a-02
b06f95e7b60c4755ab79cf243f7d22d7_0,http://public-iowadot.opendata.arcgis.com/datasets/b06f95e7b60c4755ab79cf243f7d22d7_0,03a-02
67ade25d92bd4e91bbbd00e1c0f6f66d_0,http://public-iowadot.opendata.arcgis.com/datasets/67ade25d92bd4e91bbbd00e1c0f6f66d_0,03a-02
04c6b3f7b49d4fdc83aa896a96d6e5ac_0,http://public-iowadot.opendata.arcgis.com/datasets/04c6b3f7b49d4fdc83aa896a96d6e5ac_0,03a-02
f3becc4fc3a5448c9c1d141f738645ba_0,http://public-iowadot.opendata.arcgis.com/datasets/f3becc4fc3a5448c9c1d141f738645ba_0,03a-02
24f7590709754318a7418793cccf05c8_0,http://public-iowadot.opendata.arcgis.com/datasets/24f7590709754318a7418793cccf05c8_0,03a-02
23d7ced5357c4ae592ff59d4eb1e709c_0,http://public-iowadot.opendata.arcgis.com/datasets/23d7ced5357c4ae592ff59d4eb1e709c_0,03a-02
ba13ee0b823e4912a422c956f91d1325_0,http://public-iowadot.opendata.arcgis.com/datasets/ba13ee0b823e4912a422c956f91d1325_0,03a-02
