identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
eecbca5fa6f24e81ae5b813f795b494d_0,12b-17043,Mosquito Abatement Districts,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-27T17:28:38.000Z,,,"DuPage County, Illinois|Illinois","-88.2629,41.7817,-87.9452,41.9781",Chicago,"DuPage County, Illinois",DuPage County Illinois,http://gisdata-dupage.opendata.arcgis.com/datasets/eecbca5fa6f24e81ae5b813f795b494d_0,"http://gisdata-dupage.opendata.arcgis.com/datasets/eecbca5fa6f24e81ae5b813f795b494d_0.zip?outSR={""latestWkid"":3435,""wkid"":102671}",https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/Mosquito_Abatement_Districts_New/FeatureServer/0,,FeatureServer,Mosquito|mosquito abatement|DuPage Co|tax district
709af581875443a7a8cf0fc1ded66f8b_0,12b-17043,Special Police Districts,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-27T16:17:43.000Z,,,"DuPage County, Illinois|Illinois","-88.263,41.8138,-87.9195,41.9918",Chicago,"DuPage County, Illinois",DuPage County Illinois,http://gisdata-dupage.opendata.arcgis.com/datasets/709af581875443a7a8cf0fc1ded66f8b_0,"http://gisdata-dupage.opendata.arcgis.com/datasets/709af581875443a7a8cf0fc1ded66f8b_0.zip?outSR={""latestWkid"":3435,""wkid"":102671}",https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/Special_Police_Districts_new/FeatureServer/0,,FeatureServer,DuPage Co.|tax district|special police|police districts
b6be254e811e40bb867d9fdd17678a2f_0,12b-17043,County Boundary,,"DuPage County, IL boundary.",Geospatial data,,Shapefile,Dataset|Service,Vector,2015-03-27T15:40:49.000Z,,,"DuPage County, Illinois|Illinois","-88.2633,41.6856,-87.9125,41.9939",Chicago,"DuPage County, Illinois",DuPage County Illinois,http://gisdata-dupage.opendata.arcgis.com/datasets/b6be254e811e40bb867d9fdd17678a2f_0,"http://gisdata-dupage.opendata.arcgis.com/datasets/b6be254e811e40bb867d9fdd17678a2f_0.zip?outSR={""latestWkid"":3435,""wkid"":102671}",https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/County/FeatureServer/0,,FeatureServer,DuPage Co.|boundary
3717aadb312242f5976c52fc04b74808_0,12b-17043,DuPage Water Commission,,"Water Commission of DuPage Co., Illinois",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-27T20:04:06.000Z,,,"DuPage County, Illinois|Illinois","-88.2632,41.6856,-87.9125,41.9933",Chicago,"DuPage County, Illinois",DuPage County Illinois,http://gisdata-dupage.opendata.arcgis.com/datasets/3717aadb312242f5976c52fc04b74808_0,"http://gisdata-dupage.opendata.arcgis.com/datasets/3717aadb312242f5976c52fc04b74808_0.zip?outSR={""latestWkid"":3435,""wkid"":102671}",https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/DuPage_Water_Commission/FeatureServer/0,,FeatureServer,DuPage Co|tax district|DuPage|Water|Water commission
acfd47c7bed5463ab278075adde1222d_0,12b-17043,Community College Districts,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-27T20:20:40.000Z,,,"DuPage County, Illinois|Illinois","-88.2633,41.6856,-87.9125,41.9939",Chicago,"DuPage County, Illinois",DuPage County Illinois,http://gisdata-dupage.opendata.arcgis.com/datasets/acfd47c7bed5463ab278075adde1222d_0,"http://gisdata-dupage.opendata.arcgis.com/datasets/acfd47c7bed5463ab278075adde1222d_0.zip?outSR={""latestWkid"":3435,""wkid"":102671}",https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/Community_College_Districts/FeatureServer/0,,FeatureServer,College|junior college|tax district|DuPage Co|Community college
68db6648949545f08f1fde6fc5fbfdcc_16,02b-17113,Additions,,All subdivisions and additions in McLean County.,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-09T19:28:50.000Z,,,"Bloomington, McLean County, Illinois|Normal, McLean County, Illinois|McLean County, Illinois|Illinois","-89.2647,40.2781,-88.4597,40.757",Illinois,"McLean County, Illinois",McGIS - McLean County GIS Consortium,http://www.mcgis.org/datasets/68db6648949545f08f1fde6fc5fbfdcc_16,"http://www.mcgis.org/datasets/68db6648949545f08f1fde6fc5fbfdcc_16.zip?outSR={""latestWkid"":3443,""wkid"":3443}",https://www.mcgisweb.org/mcgis/rest/services/ArcGISOpenData/ArcGISOpenData/MapServer/16,,MapServer,OpenData|McLean County|landrecords
a720f45ace884226a55065042264e0d1,01b-18163,Municipal Boundaries,,"Municipal Boundary Data including City Limits, County Boundary, and the Town of Darmstadt.",Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2015-07-01T16:05:16.000Z,,,"Evansville, Vanderburgh County, Indiana|Vanderburgh County, Indiana|Indiana","-87.6998,37.8258,-87.4508,38.1694",Indiana,"City of Evansville & Vanderburgh County, Indiana",AreaPlan,http://dev-evansvilleapc.opendata.arcgis.com/datasets/a720f45ace884226a55065042264e0d1,,https://maps.evansvillegis.com/arcgis_server/rest/services/BOUNDARIES/BOUNDARIES/MapServer,,MapServer,Evansville|Vanderburgh County|Boundaries
d6f5810cd69e4bc5b08cab57cda1af3b_12,01b-18163,Foreclosures 2018,,Data maintained by The Vanderburgh County Assessors Office.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-01-02T21:04:37.000Z,,,"Evansville, Vanderburgh County, Indiana|Vanderburgh County, Indiana|Indiana","-87.6681,37.9397,-87.4562,38.1237",Indiana,"City of Evansville & Vanderburgh County, Indiana",AreaPlan,http://dev-evansvilleapc.opendata.arcgis.com/datasets/d6f5810cd69e4bc5b08cab57cda1af3b_12,"http://dev-evansvilleapc.opendata.arcgis.com/datasets/d6f5810cd69e4bc5b08cab57cda1af3b_12.zip?outSR={""latestWkid"":2966,""wkid"":2245}",https://maps.evansvillegis.com/arcgis_server/rest/services/ASSESSOR/FORECLOSURES/MapServer/12,,MapServer,Parcels|Taxes|Assessment|Foreclosure|Property
d6f5810cd69e4bc5b08cab57cda1af3b_11,01b-18163,Foreclosures 2017,,Data maintained by The Vanderburgh County Assessors Office.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-01-02T21:04:37.000Z,,,"Evansville, Vanderburgh County, Indiana|Vanderburgh County, Indiana|Indiana","-87.6737,37.9117,-87.4594,38.1445",Indiana,"City of Evansville & Vanderburgh County, Indiana",AreaPlan,http://dev-evansvilleapc.opendata.arcgis.com/datasets/d6f5810cd69e4bc5b08cab57cda1af3b_11,"http://dev-evansvilleapc.opendata.arcgis.com/datasets/d6f5810cd69e4bc5b08cab57cda1af3b_11.zip?outSR={""latestWkid"":2966,""wkid"":2245}",https://maps.evansvillegis.com/arcgis_server/rest/services/ASSESSOR/FORECLOSURES/MapServer/11,,MapServer,Parcels|Taxes|Assessment|Foreclosure|Property
a641544505ae4ae2b644ad77a96f032d,01b-18163,Shots Fired,,Shots fired data compiled and maintained by The Evansville Police Department.,Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2016-12-31T19:10:23.000Z,,,"Evansville, Vanderburgh County, Indiana|Vanderburgh County, Indiana|Indiana","-96.9076,34.8472,-87.4428,38.1602",Indiana,"City of Evansville & Vanderburgh County, Indiana",AreaPlan,http://dev-evansvilleapc.opendata.arcgis.com/datasets/a641544505ae4ae2b644ad77a96f032d,,https://maps.evansvillegis.com/arcgis_server/rest/services/CRIMES/SHOTS/MapServer,,MapServer,Crime|Police
