identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,isPartOf,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
f097414f78c74b4683c8e8f5c7982bbe,01c-02,2016 Primary Election Results Summary,,2016 Primary Election Results Summary,Flagged,,PDF,,,2019-03-01T15:56:01.000Z,,,"City of Indianapolis, Indiana, United States|Indiana, United States","-180.0,-90.0,180.0,90.0",Indiana,Municipalities Geospatial Data,"City of Indianapolis, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data1-indygis.opendata.arcgis.com/datasets/f097414f78c74b4683c8e8f5c7982bbe,,https://xmaps.indy.gov/ODP/Download/Elections/2016PrimaryElectionResultsSummary.pdf,,,Election Results|Election Results Summary|Indy Election Results
70b62ce4859a42288c6d7a34b088c064,01c-02,2011 Primary Election Results Summary,,2011 Primary Election Results Summary,Flagged,,PDF,,,2019-03-01T15:45:41.000Z,,,"City of Indianapolis, Indiana, United States|Indiana, United States","-180.0,-90.0,180.0,90.0",Indiana,Municipalities Geospatial Data,"City of Indianapolis, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data1-indygis.opendata.arcgis.com/datasets/70b62ce4859a42288c6d7a34b088c064,,https://xmaps.indy.gov/ODP/Download/Elections/2011PrimaryElectionResultsSummary.pdf,,,Election Results|Indy Election Results|Election Results Summary
9cc75da1d2144072a1ca1d8776f70d14_23,01c-02,IMPD UCR 2018 Data,,"The Uniform Crime Report is a
program administered by the federal government in which crime statistics from
across the country are reported to the FBI in a uniform manner based on crime
definitions determined by the FBI. UCR Part 1 crime groups are murder, rape,
robbery, aggravated assault, burglary, larceny, and vehicle theft.? 
Additional Information? regarding the downloadable
files is available in .pdf format.",Flagged,,ArcGIS Open Dataset|Esri Rest API|GeoJSON|CSV,,,2019-02-28T19:43:30.000Z,,,"City of Indianapolis, Indiana, United States|Indiana, United States","-180.0,-90.0,180.0,90.0",Indiana,Municipalities Geospatial Data,"City of Indianapolis, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data1-indygis.opendata.arcgis.com/datasets/9cc75da1d2144072a1ca1d8776f70d14_23,,http://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_NonSpatial/MapServer/23,,MapServer,IMPD|UCR|Crime Statistics|IMPD UCR 2018
520e10543f6745c392eaaee81383ea1f,01c-02,2012 General Election Results Summary,,2012 General Election Results Summary,Flagged,,PDF,,,2019-03-01T15:49:17.000Z,,,"City of Indianapolis, Indiana, United States|Indiana, United States","-180.0,-90.0,180.0,90.0",Indiana,Municipalities Geospatial Data,"City of Indianapolis, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data1-indygis.opendata.arcgis.com/datasets/520e10543f6745c392eaaee81383ea1f,,https://xmaps.indy.gov/ODP/Download/Elections/2012GeneralElectionResultsSummary.pdf,,,Election Results|Indy Election Results|Election Results Summary
f6762ed2be604d339d319f5a01df0033,01c-02,DBNS No-Solicitation List,,"Commercial solicitation is prohibited at
residential addresses on this 'No-Knock' list. The list will expire on December
31st. The information is updated daily and you can view more information about
this service by visiting the Sign-Up
for the No Solicitation list on indy.gov.",error,,error,error,,2019-03-05T14:50:44.000Z,,,"City of Indianapolis, Indiana, United States|Indiana, United States","-180.0,-90.0,180.0,90.0",Indiana,Municipalities Geospatial Data,"City of Indianapolis, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data1-indygis.opendata.arcgis.com/datasets/f6762ed2be604d339d319f5a01df0033,error,http://maps.indy.gov/NoSolicitRegistrationList/,,,No Solicitation Registy List|DBNS No Solicitation List|DBNS
9f7192610eef48caad15d99afafab5d7,01c-02,2007 General Election Results Summary,,"
                
            
            
                
            
    
        2007 General Election Results Summary",Flagged,,PDF,,,2019-03-01T15:22:43.000Z,,,"City of Indianapolis, Indiana, United States|Indiana, United States","-180.0,-90.0,180.0,90.0",Indiana,Municipalities Geospatial Data,"City of Indianapolis, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data1-indygis.opendata.arcgis.com/datasets/9f7192610eef48caad15d99afafab5d7,,https://xmaps.indy.gov/ODP/Download/Elections/2007GeneralElectionResultsSummary.pdf,,,Election Results|Indy Election Results|Election Results Summary
84050c3dcc2d486989903078b422fec9,01c-02,2014 General Election Results Summary,,2014 General Election Results Summary,Flagged,,PDF,,,2019-03-01T15:51:19.000Z,,,"City of Indianapolis, Indiana, United States|Indiana, United States","-180.0,-90.0,180.0,90.0",Indiana,Municipalities Geospatial Data,"City of Indianapolis, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data1-indygis.opendata.arcgis.com/datasets/84050c3dcc2d486989903078b422fec9,,https://xmaps.indy.gov/ODP/Download/Elections/2014GeneralElectionResultsSummary.pdf,,,Election Results|Indy Election Results|Election Results Summary
bd59a23005b24cb08d2912d232ebb307,01c-02,2016 General Election Results Summary,,2016 General Election Results Summary,Flagged,,PDF,,,2019-03-01T15:54:48.000Z,,,"City of Indianapolis, Indiana, United States|Indiana, United States","-180.0,-90.0,180.0,90.0",Indiana,Municipalities Geospatial Data,"City of Indianapolis, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data1-indygis.opendata.arcgis.com/datasets/bd59a23005b24cb08d2912d232ebb307,,https://xmaps.indy.gov/ODP/Download/Elections/2016GeneralElectionResultsSummary.pdf,,,Election Results|Election Results Summary|Indy Election Results
1e3f6e2aac214e20aa5adcb366a8a909,01c-02,2012 Primary Election Results Summary,,2012 Primary Election Results Summary,Flagged,,PDF,,,2019-03-01T15:50:20.000Z,,,"City of Indianapolis, Indiana, United States|Indiana, United States","-180.0,-90.0,180.0,90.0",Indiana,Municipalities Geospatial Data,"City of Indianapolis, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data1-indygis.opendata.arcgis.com/datasets/1e3f6e2aac214e20aa5adcb366a8a909,,https://xmaps.indy.gov/ODP/Download/Elections/2012PrimaryElectionResultsSummary.pdf,,,Election Results|Indy Election Results|Election Results Summary
c71e1a026edf434f8a5503410060d70b,01c-02,2008 General Election Results Summary,,2008 General Election Results Summary,Flagged,,PDF,,,2019-03-01T15:26:30.000Z,,,"City of Indianapolis, Indiana, United States|Indiana, United States","-180.0,-90.0,180.0,90.0",Indiana,Municipalities Geospatial Data,"City of Indianapolis, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data1-indygis.opendata.arcgis.com/datasets/c71e1a026edf434f8a5503410060d70b,,https://xmaps.indy.gov/ODP/Download/Elections/2008GeneralElectionResultsSummary.pdf,,,Election Results|Indy Election Results|Election Results Summary
