identifier,code,originalTitle,title,description,subject,keyword,format,type,geometryType,dateIssued,temporalCoverage,solrYear,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,featureServer,mapServer,imageServer
43579d040c7d4860b125e405f531d465,06a-01,Mi State Forest Application ,,"See plans for the state forests, including prescribed burns, timber sales, tree planting and more. Includes current and historic compartment review information.Zoom in and click on the map to get more detail. A pop up screen will provide information about the compartment, sales, treatment methods, unit name, date, treatment specifications and other details.?More information at?Michigan.gov/Forestry",,Forestry|Forest Management|Mi State Forest|Public Information,Web application,,,2019-10-01T12:47:05.000Z,,,Michigan,"-93.348,40.168,-80.341,49.259",Michigan State,State of Michigan,Michigan Department of Natural Resources,,,,
84735ceed1b44144a234744158c25df4_0,06a-01,2017 Traffic Volumes,,Map service displaying commercial and vehicular traffic volumes.,,mi|michigan|mdot|transportation|traffic|volume|caad|aadt|2017,Shapefile,Dataset|Service,Vector,2018-08-03T19:38:29.000Z,,,Michigan,"-90.4144,41.6981,-82.4201,47.4798",Michigan State,State of Michigan,Michigan Department of Transportation,"http://gis-michigan.opendata.arcgis.com/datasets/84735ceed1b44144a234744158c25df4_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://gisago-qa.mcgi.state.mi.us/arcgis/rest/services/MDOT/MdotAadt2017/MapServer/0,
f98da299126d4654b1d8b4b48236dc06,06a-01,Creel Sportfishing Estimates Power BII,,Online viewer of creel data,,Creel|Sportfishing|Estimates|Power BII|Fishing|Fisheries|DNR|Michigan,ArcGIS Hub Dataset|Esri Rest API,,,2020-05-28T15:55:44.000Z,,,Michigan,"-93.348,40.168,-80.341,49.259",Michigan State,State of Michigan,Michigan Department of Natural Resources,,,,
f63826b94867428395cb7f6b853ca4cc_4,05b-27019,OpenDataStandards l Parks & Recreation Areas,,Park and recreation areas within Carver County.? This is a collection of city and county data.? Updated as the GIS Office becomes aware of new recreation areas.,,Park|Carver County|Recreation|Environment|Community,Shapefile,Dataset|Service,Vector,2020-05-22T14:48:53.000Z,,,"Carver County, Minnesota|Minnesota","-93.9711,44.6414,-93.52,44.9806",Minnesota,"Carver County, Minnesota","Carver County, Minnesota","http://data-carver.opendata.arcgis.com/datasets/f63826b94867428395cb7f6b853ca4cc_4.zip?outSR={""latestWkid"":26915,""wkid"":26915}",,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_OpenDataStandards/MapServer/4,
c53090b9e91b42f988509e6e9565ae1c_0,05b-27019,Active Address Points - Active911,,"Address points are maintained by different addressing authorities within Carver County. The dataset is based upon the Active911 standard and contains all active address points.??This dataset contains situs addresses, they are not used for contact of individuals, but instead for location use in Active911 software.?",,Address|Active911|Fire|Sheriff|Carver County|Public Safety|Points|Active|Property & Places,Shapefile,Dataset|Service,Vector,2020-05-19T15:30:51.000Z,,,"Carver County, Minnesota|Minnesota","-94.0105,44.644,-93.511,44.9782",Minnesota,"Carver County, Minnesota","Carver County, Minnesota","http://data-carver.opendata.arcgis.com/datasets/c53090b9e91b42f988509e6e9565ae1c_0.zip?outSR={""latestWkid"":103717,""wkid"":103717}",https://gis.co.carver.mn.us/arcgis_ca/rest/services/City_Share/City_Share_Active911Addresses/FeatureServer/0,,
7a50e6cc994e4288b7f6404d16659404_0,05b-27019,Open Data Address Points,,Address point data was developed for location and geocoding purposes. The attributes of the address point data are in the MetroGIS Standard format.,,Carver County| Address| Point| Open| Standard| MetroGIS| Property & Places,Shapefile,Dataset|Service,Vector,2020-05-28T13:51:36.000Z,,,"Carver County, Minnesota|Minnesota","-94.0078,44.6424,-93.5219,44.9814",Minnesota,"Carver County, Minnesota","Carver County, Minnesota","http://data-carver.opendata.arcgis.com/datasets/7a50e6cc994e4288b7f6404d16659404_0.zip?outSR={""latestWkid"":26915,""wkid"":26915}",https://services.arcgis.com/wMZT8kNwa6tOxhKg/arcgis/rest/services/Open_Data_Address_Points/FeatureServer/0,,
e2458486f6324a22a61aa4f3f241dacc_0,05b-27019,Open Data Parcels,,The geometry of parcels were created by Carver County's Survey department using COGO in an AutoCad environment. The AutoCad lines have been imported into a ArcGIS Geodatabase and polygons built. These polygons are attributed with a Parcel Identification Number (PID). The GIS polygons are joined by PID to the Assessor's CAMA system and Taxpayer Services tax database to show attributes of the property.,,Carver County| Address| Point| Open| Standard| MetroGIS| Property & Places,Shapefile,Dataset|Service,Vector,2020-05-28T20:05:29.000Z,,,"Carver County, Minnesota|Minnesota","-94.0088,44.6336,-93.5216,44.9818",Minnesota,"Carver County, Minnesota","Carver County, Minnesota","http://data-carver.opendata.arcgis.com/datasets/e2458486f6324a22a61aa4f3f241dacc_0.zip?outSR={""latestWkid"":26915,""wkid"":26915}",https://services.arcgis.com/wMZT8kNwa6tOxhKg/arcgis/rest/services/Open_Data_Parcels/FeatureServer/0,,
1419795deb184ac9b35cc0c76f490e24_3,05b-27019,OpenDataStandards l Trails and Sidewalks,,Trails and sidewalk data. Data was collected from cities and compiled together to make a county-wide dataset. Source and accuracy of data vary by city. Updated as the GIS office becomes aware of new trails.,,Trail|Carver County|Sidewalk|Standard|Recreation|Community|Infrastructure,Shapefile,Dataset|Service,Vector,2020-05-22T14:41:01.000Z,,,"Carver County, Minnesota|Minnesota","-94.0014,44.2678,-93.3021,44.9851",Minnesota,"Carver County, Minnesota","Carver County, Minnesota","http://data-carver.opendata.arcgis.com/datasets/1419795deb184ac9b35cc0c76f490e24_3.zip?outSR={""latestWkid"":26915,""wkid"":26915}",,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_OpenDataStandards/MapServer/3,
6d635b4b1e2d47b5be44a5989db3c468_0,05b-27019,Open Data Centerlines,,{{default.description}},,Carver County| Address| Point| Open| Standard| MetroGIS| Property & Places,Shapefile,Dataset|Service,Vector,2020-05-28T18:50:05.000Z,,,"Carver County, Minnesota|Minnesota","-94.0091,44.6382,-93.5215,44.9816",Minnesota,"Carver County, Minnesota","Carver County, Minnesota","http://data-carver.opendata.arcgis.com/datasets/6d635b4b1e2d47b5be44a5989db3c468_0.zip?outSR={""latestWkid"":26915,""wkid"":26915}",https://services.arcgis.com/wMZT8kNwa6tOxhKg/arcgis/rest/services/Open_Data_Centerlines/FeatureServer/0,,
51c820b82a83429fa8f804f1dae5ccc3_65,08b-42027,Libraries,,Point Feature Class - It was originally captured as part of the 1995 Aerial Imagery project completed by Kimball.,,Locations|Centre County|GIS,Shapefile,Dataset|Service,Vector,2016-12-01T14:56:13.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.2221,40.7925,-77.4668,40.9133",Penn State,"Centre County, Pennsylvania",Centre County Government,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/51c820b82a83429fa8f804f1dae5ccc3_65.zip?outSR={""latestWkid"":2271,""wkid"":102728}",,https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/65,
