identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
9b2537e7a6e749328d84ab8d071f5c9f_145,01c-02,Railroad,,"City of Indianapolis & Marion County, IN Base Map",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-06-04T15:12:42.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.329,39.634,-85.9371,39.9273",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/9b2537e7a6e749328d84ab8d071f5c9f_145,http://data.indy.gov/datasets/9b2537e7a6e749328d84ab8d071f5c9f_145.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_LightGray/MapServer/145,,MapServer,Basemap|Indy Basemaps
9b2537e7a6e749328d84ab8d071f5c9f_13,01c-02,Parks,,"City of Indianapolis & Marion County, IN Base Map",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-06-04T15:12:42.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3285,39.6335,-85.9474,39.9277",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/9b2537e7a6e749328d84ab8d071f5c9f_13,http://data.indy.gov/datasets/9b2537e7a6e749328d84ab8d071f5c9f_13.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_LightGray/MapServer/13,,MapServer,Basemap|Indy Basemaps
9b2537e7a6e749328d84ab8d071f5c9f_12,01c-02,Golf Course,,"City of Indianapolis & Marion County, IN Base Map",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-06-04T15:12:42.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2797,14.2064,2.2232,15.1302",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/9b2537e7a6e749328d84ab8d071f5c9f_12,http://data.indy.gov/datasets/9b2537e7a6e749328d84ab8d071f5c9f_12.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_LightGray/MapServer/12,,MapServer,Basemap|Indy Basemaps
9b2537e7a6e749328d84ab8d071f5c9f_11,01c-02,Airports,,"City of Indianapolis & Marion County, IN Base Map",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-06-04T15:12:42.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2799,14.3847,2.0827,14.8702",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/9b2537e7a6e749328d84ab8d071f5c9f_11,http://data.indy.gov/datasets/9b2537e7a6e749328d84ab8d071f5c9f_11.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_LightGray/MapServer/11,,MapServer,Basemap|Indy Basemaps
9b2537e7a6e749328d84ab8d071f5c9f_16,01c-02,Excluded Cities,,"City of Indianapolis & Marion County, IN Base Map",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-06-04T15:12:42.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2782,14.202,2.2634,15.1329",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/9b2537e7a6e749328d84ab8d071f5c9f_16,http://data.indy.gov/datasets/9b2537e7a6e749328d84ab8d071f5c9f_16.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_LightGray/MapServer/16,,MapServer,Basemap|Indy Basemaps
9b2537e7a6e749328d84ab8d071f5c9f_15,01c-02,Lawrence Label,,"City of Indianapolis & Marion County, IN Base Map",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-06-04T15:12:42.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2782,14.202,2.2634,15.1329",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/9b2537e7a6e749328d84ab8d071f5c9f_15,http://data.indy.gov/datasets/9b2537e7a6e749328d84ab8d071f5c9f_15.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_LightGray/MapServer/15,,MapServer,Basemap|Indy Basemaps
64bde546dab34e84bfa5757ae17f08d3_128,01c-02,School 5,,"City of Indianapolis & Marion County, IN Base Map for the Indy ArcGIS Portal.  Compatible w/ ESRI's 'Streets' Base Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-07-23T15:13:08.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2871,14.2093,2.2295,15.1293",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_128,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_128.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_Streets/MapServer/128,,MapServer,Indy|Indianapolis|Marion County|Indy Basemaps
64bde546dab34e84bfa5757ae17f08d3_129,01c-02,School 1-4,,"City of Indianapolis & Marion County, IN Base Map for the Indy ArcGIS Portal.  Compatible w/ ESRI's 'Streets' Base Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-07-23T15:13:08.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2871,14.2093,2.2295,15.1293",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_129,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_129.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_Streets/MapServer/129,,MapServer,Indy|Indianapolis|Marion County|Indy Basemaps
64bde546dab34e84bfa5757ae17f08d3_126,01c-02,Parks 2,,"City of Indianapolis & Marion County, IN Base Map for the Indy ArcGIS Portal.  Compatible w/ ESRI's 'Streets' Base Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-07-23T15:13:08.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3285,39.6335,-85.9474,39.9277",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_126,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_126.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_Streets/MapServer/126,,MapServer,Indy|Indianapolis|Marion County|Indy Basemaps
64bde546dab34e84bfa5757ae17f08d3_127,01c-02,Parks 3,,"City of Indianapolis & Marion County, IN Base Map for the Indy ArcGIS Portal.  Compatible w/ ESRI's 'Streets' Base Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-07-23T15:13:08.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3285,39.6335,-85.9474,39.9277",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_127,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_127.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_Streets/MapServer/127,,MapServer,Indy|Indianapolis|Marion County|Indy Basemaps
64bde546dab34e84bfa5757ae17f08d3_124,01c-02,Golf Course,,"City of Indianapolis & Marion County, IN Base Map for the Indy ArcGIS Portal.  Compatible w/ ESRI's 'Streets' Base Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-07-23T15:13:08.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2797,14.2064,2.2232,15.1302",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_124,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_124.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_Streets/MapServer/124,,MapServer,Indy|Indianapolis|Marion County|Indy Basemaps
64bde546dab34e84bfa5757ae17f08d3_125,01c-02,Parks 1,,"City of Indianapolis & Marion County, IN Base Map for the Indy ArcGIS Portal.  Compatible w/ ESRI's 'Streets' Base Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-07-23T15:13:08.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3285,39.6335,-85.9474,39.9277",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_125,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_125.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_Streets/MapServer/125,,MapServer,Indy|Indianapolis|Marion County|Indy Basemaps
64bde546dab34e84bfa5757ae17f08d3_122,01c-02,Buildings,,"City of Indianapolis & Marion County, IN Base Map for the Indy ArcGIS Portal.  Compatible w/ ESRI's 'Streets' Base Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-07-23T15:13:08.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.329,39.6324,-85.9369,39.9277",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_122,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_122.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_Streets/MapServer/122,,MapServer,Indy|Indianapolis|Marion County|Indy Basemaps
64bde546dab34e84bfa5757ae17f08d3_120,01c-02,Streams,,"City of Indianapolis & Marion County, IN Base Map for the Indy ArcGIS Portal.  Compatible w/ ESRI's 'Streets' Base Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-07-23T15:13:08.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3291,39.6322,-85.937,39.9278",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_120,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_120.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_Streets/MapServer/120,,MapServer,Indy|Indianapolis|Marion County|Indy Basemaps
64bde546dab34e84bfa5757ae17f08d3_121,01c-02,Building Labels,,"City of Indianapolis & Marion County, IN Base Map for the Indy ArcGIS Portal.  Compatible w/ ESRI's 'Streets' Base Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-07-23T15:13:08.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2722,14.2026,2.2642,15.156",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_121,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_121.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_Streets/MapServer/121,,MapServer,Indy|Indianapolis|Marion County|Indy Basemaps
64bde546dab34e84bfa5757ae17f08d3_23,01c-02,Roadways,,"City of Indianapolis & Marion County, IN Base Map for the Indy ArcGIS Portal.  Compatible w/ ESRI's 'Streets' Base Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-07-23T15:13:08.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3291,39.6322,-85.9369,39.9278",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_23,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_23.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_Streets/MapServer/23,,MapServer,Indy|Indianapolis|Marion County|Indy Basemaps
64bde546dab34e84bfa5757ae17f08d3_20,01c-02,Marion County,,"City of Indianapolis & Marion County, IN Base Map for the Indy ArcGIS Portal.  Compatible w/ ESRI's 'Streets' Base Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-07-23T15:13:08.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2782,14.202,2.2634,15.1329",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_20,http://data.indy.gov/datasets/64bde546dab34e84bfa5757ae17f08d3_20.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_Streets/MapServer/20,,MapServer,Indy|Indianapolis|Marion County|Indy Basemaps
