identifier,landingPage,portalName
4ac9ec2887f444728a0609e51b453dc9_0,http://gisdata-dupage.opendata.arcgis.com/datasets/4ac9ec2887f444728a0609e51b453dc9_0,12b-17043
511659e826584bd4a53df074ddb53a46_0,http://gisdata-dupage.opendata.arcgis.com/datasets/511659e826584bd4a53df074ddb53a46_0,12b-17043
6260ba9c64da42538e33028f8368e497_0,http://gisdata-dupage.opendata.arcgis.com/datasets/6260ba9c64da42538e33028f8368e497_0,12b-17043
e5d233b27324452d8c226b8cdaa263ff_0,http://gisdata-dupage.opendata.arcgis.com/datasets/e5d233b27324452d8c226b8cdaa263ff_0,12b-17043
0f71132d8c6a49a7a1f6c5172088dc08_1,http://gisdata-dupage.opendata.arcgis.com/datasets/0f71132d8c6a49a7a1f6c5172088dc08_1,12b-17043
664be1fddeb34f6dbc2e4531dc50a9af_0,http://gisdata-dupage.opendata.arcgis.com/datasets/664be1fddeb34f6dbc2e4531dc50a9af_0,12b-17043
0f71132d8c6a49a7a1f6c5172088dc08,http://gisdata-dupage.opendata.arcgis.com/datasets/0f71132d8c6a49a7a1f6c5172088dc08,12b-17043
6717abb3ef984432aa8d7b7924ab59c3_1,http://gisdata-dupage.opendata.arcgis.com/datasets/6717abb3ef984432aa8d7b7924ab59c3_1,12b-17043
6717abb3ef984432aa8d7b7924ab59c3_0,http://gisdata-dupage.opendata.arcgis.com/datasets/6717abb3ef984432aa8d7b7924ab59c3_0,12b-17043
0eeb7b0c0d744b8a962e0757323517c2,http://gisdata-dupage.opendata.arcgis.com/datasets/0eeb7b0c0d744b8a962e0757323517c2,12b-17043
27bd6d6536a942be8e71fd39b3f97c58_0,http://gisdata-dupage.opendata.arcgis.com/datasets/27bd6d6536a942be8e71fd39b3f97c58_0,12b-17043
0f71132d8c6a49a7a1f6c5172088dc08_0,http://gisdata-dupage.opendata.arcgis.com/datasets/0f71132d8c6a49a7a1f6c5172088dc08_0,12b-17043
6717abb3ef984432aa8d7b7924ab59c3,http://gisdata-dupage.opendata.arcgis.com/datasets/6717abb3ef984432aa8d7b7924ab59c3,12b-17043
75d098e8b4414e0eb1e402683509d181_0,http://public-iowadot.opendata.arcgis.com/datasets/75d098e8b4414e0eb1e402683509d181_0,03a-02
6306405ee27348c3b131685734b93cdf_0,http://public-iowadot.opendata.arcgis.com/datasets/6306405ee27348c3b131685734b93cdf_0,03a-02
1f6f67ecb42c401fab6fce0c73399647_0,http://public-iowadot.opendata.arcgis.com/datasets/1f6f67ecb42c401fab6fce0c73399647_0,03a-02
34b9d0c7d2fa4a9a857b20ae638934ac,http://public-iowadot.opendata.arcgis.com/datasets/34b9d0c7d2fa4a9a857b20ae638934ac,03a-02
0ad0e75aeae64b5695a5d108e17c0a2b_0,http://public-iowadot.opendata.arcgis.com/datasets/0ad0e75aeae64b5695a5d108e17c0a2b_0,03a-02
cbd84abf01894f4a8404d6990ad2eb2e_0,http://public-iowadot.opendata.arcgis.com/datasets/cbd84abf01894f4a8404d6990ad2eb2e_0,03a-02
27bb634d251b4daaae4cf341f3ab1adb_0,http://public-iowadot.opendata.arcgis.com/datasets/27bb634d251b4daaae4cf341f3ab1adb_0,03a-02
34b9d0c7d2fa4a9a857b20ae638934ac_2,http://public-iowadot.opendata.arcgis.com/datasets/34b9d0c7d2fa4a9a857b20ae638934ac_2,03a-02
e7067fea3227469fae4e6eac9bd538d1_0,http://public-iowadot.opendata.arcgis.com/datasets/e7067fea3227469fae4e6eac9bd538d1_0,03a-02
3e061e1589174eaba9dbae9c37924c25_0,http://public-iowadot.opendata.arcgis.com/datasets/3e061e1589174eaba9dbae9c37924c25_0,03a-02
d3e15cb521b74da59f338a9107570b6f_0,http://public-iowadot.opendata.arcgis.com/datasets/d3e15cb521b74da59f338a9107570b6f_0,03a-02
1e5e1a7f14ce40f29400d4ea60235e1e_0,http://public-iowadot.opendata.arcgis.com/datasets/1e5e1a7f14ce40f29400d4ea60235e1e_0,03a-02
fe45a8888dab4a589fae024002a66ae3_0,http://public-iowadot.opendata.arcgis.com/datasets/fe45a8888dab4a589fae024002a66ae3_0,03a-02
34b9d0c7d2fa4a9a857b20ae638934ac_1,http://public-iowadot.opendata.arcgis.com/datasets/34b9d0c7d2fa4a9a857b20ae638934ac_1,03a-02
7eb7ed1ff34b4d3680cd5cd9171387af_0,http://public-iowadot.opendata.arcgis.com/datasets/7eb7ed1ff34b4d3680cd5cd9171387af_0,03a-02
29152435f35b4b7d9174a0143558cb52_0,http://public-iowadot.opendata.arcgis.com/datasets/29152435f35b4b7d9174a0143558cb52_0,03a-02
3b5337f78cea4401aaf5f863077b10f2_0,http://public-iowadot.opendata.arcgis.com/datasets/3b5337f78cea4401aaf5f863077b10f2_0,03a-02
6b1b4660694e4e698164e7d9d6bf22ce_1,http://public-iowadot.opendata.arcgis.com/datasets/6b1b4660694e4e698164e7d9d6bf22ce_1,03a-02
11dc5105b5af4c3c885abc895f9851e5_0,http://public-iowadot.opendata.arcgis.com/datasets/11dc5105b5af4c3c885abc895f9851e5_0,03a-02
6b1b4660694e4e698164e7d9d6bf22ce_2,http://public-iowadot.opendata.arcgis.com/datasets/6b1b4660694e4e698164e7d9d6bf22ce_2,03a-02
0ec83692052d4cc7b5d26d14fd4854b0_0,http://public-iowadot.opendata.arcgis.com/datasets/0ec83692052d4cc7b5d26d14fd4854b0_0,03a-02
09531129dc034b90a022856fbaa8dd5b_0,http://public-iowadot.opendata.arcgis.com/datasets/09531129dc034b90a022856fbaa8dd5b_0,03a-02
d2d118d5e16848da836e468eba400225_0,http://public-iowadot.opendata.arcgis.com/datasets/d2d118d5e16848da836e468eba400225_0,03a-02
7183434aa6494110965cf191b7ad9e92_0,http://public-iowadot.opendata.arcgis.com/datasets/7183434aa6494110965cf191b7ad9e92_0,03a-02
0e0857cc2567445b8ee5ad655937c131_0,http://public-iowadot.opendata.arcgis.com/datasets/0e0857cc2567445b8ee5ad655937c131_0,03a-02
c489ae0238584a0386440db0608ffbca_0,http://public-iowadot.opendata.arcgis.com/datasets/c489ae0238584a0386440db0608ffbca_0,03a-02
cd33bd9540b04620a7873207b816427f_0,http://public-iowadot.opendata.arcgis.com/datasets/cd33bd9540b04620a7873207b816427f_0,03a-02
5c820d58e12d49749fb70fabffc2b666_0,http://public-iowadot.opendata.arcgis.com/datasets/5c820d58e12d49749fb70fabffc2b666_0,03a-02
e0c067e489844c7e909f8cbddb18ea3a_0,http://public-iowadot.opendata.arcgis.com/datasets/e0c067e489844c7e909f8cbddb18ea3a_0,03a-02
f4213928ce304bbea2f9860d04cd033c_0,http://public-iowadot.opendata.arcgis.com/datasets/f4213928ce304bbea2f9860d04cd033c_0,03a-02
721c4b9d278143b68ccc38292ee7845e_0,http://public-iowadot.opendata.arcgis.com/datasets/721c4b9d278143b68ccc38292ee7845e_0,03a-02
42985c8005e64fdc8c9b044a24cba2b2_0,http://public-iowadot.opendata.arcgis.com/datasets/42985c8005e64fdc8c9b044a24cba2b2_0,03a-02
0bf04198cd204d2ca9d6cc2d38e69311_0,http://public-iowadot.opendata.arcgis.com/datasets/0bf04198cd204d2ca9d6cc2d38e69311_0,03a-02
f3666a0cbd2f4f5e9380ab0eb8138e17_0,http://public-iowadot.opendata.arcgis.com/datasets/f3666a0cbd2f4f5e9380ab0eb8138e17_0,03a-02
95c6e8074417470e80641a6d5d2b16b9_0,http://public-iowadot.opendata.arcgis.com/datasets/95c6e8074417470e80641a6d5d2b16b9_0,03a-02
7f1d2ec416db4de19372fe274390988c_0,http://public-iowadot.opendata.arcgis.com/datasets/7f1d2ec416db4de19372fe274390988c_0,03a-02
25634b153e1646d185c45b7a4879b309_0,http://public-iowadot.opendata.arcgis.com/datasets/25634b153e1646d185c45b7a4879b309_0,03a-02
b6f9eda4065845fb96e321ca57d11ccf_0,http://public-iowadot.opendata.arcgis.com/datasets/b6f9eda4065845fb96e321ca57d11ccf_0,03a-02
412d9e30af414105a8ddf0428fa03404_0,http://public-iowadot.opendata.arcgis.com/datasets/412d9e30af414105a8ddf0428fa03404_0,03a-02
5b90c5c683a64864976eb20ffc4a7f60_0,http://public-iowadot.opendata.arcgis.com/datasets/5b90c5c683a64864976eb20ffc4a7f60_0,03a-02
6b1b4660694e4e698164e7d9d6bf22ce,http://public-iowadot.opendata.arcgis.com/datasets/6b1b4660694e4e698164e7d9d6bf22ce,03a-02
64d00865a0fe46b6a822add650f767aa_0,http://public-iowadot.opendata.arcgis.com/datasets/64d00865a0fe46b6a822add650f767aa_0,03a-02
9de783f6b5f64b748a378c4c4c7a0a60_0,http://public-iowadot.opendata.arcgis.com/datasets/9de783f6b5f64b748a378c4c4c7a0a60_0,03a-02
e37ac81ce24042b39eb8eafc6e59a551_0,http://public-iowadot.opendata.arcgis.com/datasets/e37ac81ce24042b39eb8eafc6e59a551_0,03a-02
41d98ccd38574c6ab155333867db79ff_0,http://public-iowadot.opendata.arcgis.com/datasets/41d98ccd38574c6ab155333867db79ff_0,03a-02
97b6860e6022446fa292552d99176d4f_0,http://public-iowadot.opendata.arcgis.com/datasets/97b6860e6022446fa292552d99176d4f_0,03a-02
37385a441ddf4cefaf7d061111a44083_0,http://public-iowadot.opendata.arcgis.com/datasets/37385a441ddf4cefaf7d061111a44083_0,03a-02
dd135aee933f4daa8926babc341c2f8c_0,http://public-iowadot.opendata.arcgis.com/datasets/dd135aee933f4daa8926babc341c2f8c_0,03a-02
7bd3e24e8ea7496fa4b8985d29e5f45f_0,http://public-iowadot.opendata.arcgis.com/datasets/7bd3e24e8ea7496fa4b8985d29e5f45f_0,03a-02
b9ec8a1088184175adecc5284b94836b_0,http://public-iowadot.opendata.arcgis.com/datasets/b9ec8a1088184175adecc5284b94836b_0,03a-02
3953d92f1b2f4bff87ae8ab63851e1ab_0,http://public-iowadot.opendata.arcgis.com/datasets/3953d92f1b2f4bff87ae8ab63851e1ab_0,03a-02
90e8be8bdc2d4a51adecfec00c333d76_0,http://public-iowadot.opendata.arcgis.com/datasets/90e8be8bdc2d4a51adecfec00c333d76_0,03a-02
93c01c36134243c1b416c7cd80b4423b_0,http://public-iowadot.opendata.arcgis.com/datasets/93c01c36134243c1b416c7cd80b4423b_0,03a-02
f3666a0cbd2f4f5e9380ab0eb8138e17,http://public-iowadot.opendata.arcgis.com/datasets/f3666a0cbd2f4f5e9380ab0eb8138e17,03a-02
d9691c1b012645acb5b169ae64dfa1ed_0,http://public-iowadot.opendata.arcgis.com/datasets/d9691c1b012645acb5b169ae64dfa1ed_0,03a-02
dd3a3b525c694de0bee4e6737e4bdc97_0,http://public-iowadot.opendata.arcgis.com/datasets/dd3a3b525c694de0bee4e6737e4bdc97_0,03a-02
86210095dd1f437684d32799aa85adb1_0,http://public-iowadot.opendata.arcgis.com/datasets/86210095dd1f437684d32799aa85adb1_0,03a-02
4db44b52c9c64efd8729afaa0ffce334_0,http://public-iowadot.opendata.arcgis.com/datasets/4db44b52c9c64efd8729afaa0ffce334_0,03a-02
9d170aaccaa140be80d863bdfa819cef_0,http://public-iowadot.opendata.arcgis.com/datasets/9d170aaccaa140be80d863bdfa819cef_0,03a-02
280bbc569229481b8c2b8126f6177c18_0,http://public-iowadot.opendata.arcgis.com/datasets/280bbc569229481b8c2b8126f6177c18_0,03a-02
1e9d1b226f8a420588142567e6d3249a_0,http://public-iowadot.opendata.arcgis.com/datasets/1e9d1b226f8a420588142567e6d3249a_0,03a-02
308093ce809b410a928b2b0d33a0022e_0,http://public-iowadot.opendata.arcgis.com/datasets/308093ce809b410a928b2b0d33a0022e_0,03a-02
f9861ae1a78d4e019f94006a532ce13e_0,http://public-iowadot.opendata.arcgis.com/datasets/f9861ae1a78d4e019f94006a532ce13e_0,03a-02
2156fde80d934c0e889b05ac62c0bbe3_0,http://public-iowadot.opendata.arcgis.com/datasets/2156fde80d934c0e889b05ac62c0bbe3_0,03a-02
f3666a0cbd2f4f5e9380ab0eb8138e17_1,http://public-iowadot.opendata.arcgis.com/datasets/f3666a0cbd2f4f5e9380ab0eb8138e17_1,03a-02
dcfd37f2d2ec41e7a641640d2a8e90de_0,http://public-iowadot.opendata.arcgis.com/datasets/dcfd37f2d2ec41e7a641640d2a8e90de_0,03a-02
