identifier,title,description,issued,modified,landingPage,webService,spatial
   Harford County Government,"[u'Harford', u'Maryland', u'Environment', u'Environmental', u'Base', u'Basemap', u'Soils']",http://planning-harfordgis.opendata.arcgis.com/datasets/89f1459f2ad74be09652f1641f26ede2_0,Soil Classifications,Soil classifications based upon NRCS Soil Survey.,2018-11-16T18:18:50.000Z,2018-11-16T21:11:03.686Z,http://planning-harfordgis.opendata.arcgis.com/datasets/89f1459f2ad74be09652f1641f26ede2_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/SoilClassifications/FeatureServer/0,"-76.57128001784756,39.3903504072688,-76.0822437515879,39.72027593950578",04b-025,Maryland,Counties Geospatial Data,{u'name': u'   Harford County Government'},"Harford County, Maryland, United States|Maryland, United States"
   Harford County Government,"[u'Chesapeake Harford Critical', u'Environmental', u'Planning', u'Harford', u'Maryland', u'Environment', u'Land Preservation', u'Land Use']",http://planning-harfordgis.opendata.arcgis.com/datasets/d680cc00449d47ed95d1ee069cbf31e3_0,Chesapeake Bay Critical Area,"Designations along the Chesapeake Bay and tidal water
shoreline to manage land use.",2018-11-14T21:04:55.000Z,2018-11-28T16:39:15.810Z,http://planning-harfordgis.opendata.arcgis.com/datasets/d680cc00449d47ed95d1ee069cbf31e3_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/ChesapeakeBayCriticalArea/FeatureServer/0,"-76.37773345539901,39.389094391577736,-76.08255853390409,39.626678313720035",04b-025,Maryland,Counties Geospatial Data,{u'name': u'   Harford County Government'},"Harford County, Maryland, United States|Maryland, United States"
   Harford County Government,"[u'Harford', u'Maryland', u'Government', u'Election', u'Congressional', u'Boundaries']",http://planning-harfordgis.opendata.arcgis.com/datasets/a7a861009bd34a1e9980bcb852b86fe0_0,Congressional Districts,Congressional District boundaries for Harford County Maryland,2018-11-14T21:45:32.000Z,2018-12-26T21:28:07.647Z,http://planning-harfordgis.opendata.arcgis.com/datasets/a7a861009bd34a1e9980bcb852b86fe0_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/CongressionalDistricts/FeatureServer/0,"-76.57200720982738,39.30073865581889,-76.0566682728128,39.71997732198577",04b-025,Maryland,Counties Geospatial Data,{u'name': u'   Harford County Government'},"Harford County, Maryland, United States|Maryland, United States"
   Harford County Government,"[u'Harford', u'Maryland', u'Education', u'Schools', u'Boundaries']",http://planning-harfordgis.opendata.arcgis.com/datasets/d46623fe63d6498fa91555c4470139cf_0,School Districts - Elementary,Harford County Elementary School district boundaries.,2018-11-15T16:57:24.000Z,2018-11-20T15:28:27.207Z,http://planning-harfordgis.opendata.arcgis.com/datasets/d46623fe63d6498fa91555c4470139cf_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/ElementarySchoolDistricts/FeatureServer/0,"-76.57164092400588,39.36995882170317,-76.08130167535992,39.72017868924402",04b-025,Maryland,Counties Geospatial Data,{u'name': u'   Harford County Government'},"Harford County, Maryland, United States|Maryland, United States"
   Harford County Government,"[u'Harford', u'Maryland', u'Environmental', u'Environment', u'Conservation', u'Planning']",http://planning-harfordgis.opendata.arcgis.com/datasets/714fdcdaa7994bb1b774714df6ab34bc_0,Source Water Protection Areas,"Designated areas surrounding
public wells to help protect water supply sources.",2018-11-16T18:22:11.000Z,2018-11-28T16:39:16.188Z,http://planning-harfordgis.opendata.arcgis.com/datasets/714fdcdaa7994bb1b774714df6ab34bc_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/SourceWaterProtectionAreas/FeatureServer/0,"-76.53939216293082,39.41902776098139,-76.0951752885672,39.72201303557934",04b-025,Maryland,Counties Geospatial Data,{u'name': u'   Harford County Government'},"Harford County, Maryland, United States|Maryland, United States"
   Harford County Government,"[u'Harford', u'Maryland', u'Planning', u'Land Use', u'Boundaries', u'Zoning']",http://planning-harfordgis.opendata.arcgis.com/datasets/ad82a09994264c8383759f0ad2e01ce0_0,Land Use Designations,"Designated areas for future development and conservation
practices in Harford County Maryland.",2018-11-16T16:24:26.000Z,2018-11-28T16:39:15.080Z,http://planning-harfordgis.opendata.arcgis.com/datasets/ad82a09994264c8383759f0ad2e01ce0_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/2016LandUse/FeatureServer/0,"-76.57232971087093,39.24336982985947,-76.00415742779693,39.719546780412365",04b-025,Maryland,Counties Geospatial Data,{u'name': u'   Harford County Government'},"Harford County, Maryland, United States|Maryland, United States"
   Harford County Government,"[u'Harford', u'Maryland', u'Water', u'Planning']",http://planning-harfordgis.opendata.arcgis.com/datasets/ae9c545fe36a464d9d68526441196c61_0,Maryland America Service Area,Boundary of area served by the Maryland America Water Company within Harford County.,2018-11-16T16:29:26.000Z,2018-11-28T16:39:14.794Z,http://planning-harfordgis.opendata.arcgis.com/datasets/ae9c545fe36a464d9d68526441196c61_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/MarylandAmericaServiceArea/FeatureServer/0,"-76.38830103504851,39.50206927041855,-76.30585795233111,39.58452713818625",04b-025,Maryland,Counties Geospatial Data,{u'name': u'   Harford County Government'},"Harford County, Maryland, United States|Maryland, United States"
   Harford County Government,"[u'Harford', u'Maryland', u'Land Cover', u'Landcover', u'Environment', u'Environmental']",http://planning-harfordgis.opendata.arcgis.com/datasets/76111047eab04ed29b44712e66b0d35e_0,Landcover Designations,Harford County Maryland landcover designations.,2018-11-16T16:21:46.000Z,2018-11-19T20:39:33.550Z,http://planning-harfordgis.opendata.arcgis.com/datasets/76111047eab04ed29b44712e66b0d35e_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/Landcover/FeatureServer/0,"-76.57153285986354,39.37925920768862,-76.05504642141632,39.72007280697518",04b-025,Maryland,Counties Geospatial Data,{u'name': u'   Harford County Government'},"Harford County, Maryland, United States|Maryland, United States"
   Harford County Government,"[u'Harford', u'Maryland', u'Election', u'Government', u'Legislative', u'Boundaries']",http://planning-harfordgis.opendata.arcgis.com/datasets/56cb8d3f4ef647efb88c570c0c7c676a_0,Legislative Districts,Legislative District boundaries for Harford County Maryland.,2018-11-16T16:27:30.000Z,2018-11-19T20:16:31.230Z,http://planning-harfordgis.opendata.arcgis.com/datasets/56cb8d3f4ef647efb88c570c0c7c676a_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/LegislativeDistricts/FeatureServer/0,"-76.57182169061423,39.30073798321527,-76.05666877158828,39.71993992505478",04b-025,Maryland,Counties Geospatial Data,{u'name': u'   Harford County Government'},"Harford County, Maryland, United States|Maryland, United States"
   Harford County Government,"[u'Harford', u'Maryland', u'Government', u'Election', u'Precincts', u'Boundaries']",http://planning-harfordgis.opendata.arcgis.com/datasets/6e4829b14cad4241b3892014e836134b_0,Election Precincts,Election Precinct boundaries for Harford County Maryland.,2018-11-15T16:52:29.000Z,2018-11-20T15:34:19.463Z,http://planning-harfordgis.opendata.arcgis.com/datasets/6e4829b14cad4241b3892014e836134b_0,https://services.arcgis.com/q8r0H9SbF6PzNpYE/arcgis/rest/services/ElectionPrecincts/FeatureServer/0,"-76.57183393585547,39.30073802732767,-76.05666877092622,39.71993992504951",04b-025,Maryland,Counties Geospatial Data,{u'name': u'   Harford County Government'},"Harford County, Maryland, United States|Maryland, United States"
