identifier,portalName
http://opendata.dc.gov/datasets/6d23f7e1200945c7bd0ae90afafd84ee_39,Illegal Fireworks in Last 30 Days,The?Chief Technology Office?shares service requests data feeds that come through?http://311.dc.gov?and the Mayor's 311 call center. These are locations for Illegal fireworks service requests in?the last?30 days.,2015-12-10T20:09:04.000Z,2018-10-12T14:17:42.170Z,http://opendata.dc.gov/datasets/6d23f7e1200945c7bd0ae90afafd84ee_39,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_APPS/SR_30days_Open/MapServer/39,"-77.176,38.755,-76.896,39.035"
http://opendata.dc.gov/datasets/d7515caf452144209324b4f91913321e_1,Marinas,"Location of marinas in Washington, DC.",2015-02-27T21:13:49.000Z,2018-01-29T15:16:06.000Z,http://opendata.dc.gov/datasets/d7515caf452144209324b4f91913321e_1,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Recreation_WebMercator/MapServer/1,"-77.0718054102,38.8337998492,-76.974116623,38.904581907"
http://opendata.dc.gov/datasets/0d5b35e5b01d404ea5f650a89d6341d3_1,Heritage Trails,"DC's Heritage Trails are the official walking trails of Washington, DC. The dataset contains locations and attributes of Heritage Trails, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.",2015-02-27T20:39:00.000Z,2018-01-29T15:15:15.000Z,http://opendata.dc.gov/datasets/0d5b35e5b01d404ea5f650a89d6341d3_1,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Cultural_and_Society_WebMercator/MapServer/1,"-77.0464903768,38.8720976179,-76.9254754371,38.9706816506"
http://opendata.dc.gov/datasets/5f39cc2ec56d4a8fb894292e658f7f4b_15,Impervious Surface 2010,"The dataset contains planimetric features that are typically classified as impervious surface captured in 2010., created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Some examples of Impervious Surfaces include: Airport Taxiways, Helipads, Outdoor Building Stairs, Buildings, Sidewalks, Roads, Alleys, Driveways, and Swimming Pools.",2016-06-27T19:03:30.000Z,2018-10-16T00:21:02.380Z,http://opendata.dc.gov/datasets/5f39cc2ec56d4a8fb894292e658f7f4b_15,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Environment_WebMercator/MapServer/15,"-77.1176,38.8043,-76.9093,38.9957"
http://opendata.dc.gov/datasets/2867206451704e84b5480af8e3c314be_8,Human Service Locations,"Human Services Facilities - DC Answers Please Program. The dataset contains locations and attributes of Human Services Facilities, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. A database provided by the DC Department of Human Services (DHS) identified Human Services Facilities and DC GIS staff geo-processed the data. METADATA CONTENT IS IN PROCESS OF VALIDATION AND SUBJECT TO CHANGE.",2015-02-27T21:13:00.000Z,2018-01-29T15:15:41.000Z,http://opendata.dc.gov/datasets/2867206451704e84b5480af8e3c314be_8,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Service_WebMercator/MapServer/8,"-77.1112249274,38.8203809023,-76.9121788822,38.9881710873"
http://opendata.dc.gov/datasets/8d5233f024b64fa1a042dcd04e66e9ed_8,Floodplain FIRM Panels,"FIRM Panel. The Digital Flood Insurance Rate Map (DFIRM) Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The DFIRM Database is derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The file is georeferenced to earth's surface using the UTM projection and coordinate system. The specifications for the horizontal control of DFIRM data files are consistent with those required for mapping at a scale of 1:12000. Insurance applications include enforcement of the mandatory purchase requirement of the Flood Disaster Protection Act, which ... requires the purchase of flood insurance by property owners who are being assisted by Federal programs or by Federally supervised, regulated or insured agencies or institutions in the acquisition or improvement of land facilities located or to be located in identified areas having special flood hazards, Section 2 (b) (4) of the Flood Disaster Protection Act of 1973. In addition to the identification of Special Flood Hazard Areas (SFHAs), the risk zones shown on the FIRMs are the basis for the establishment of premium rates for flood coverage offered through the NFIP. The DFIRM Database presents the flood risk information depicted on the FIRM in a digital format suitable for use in electronic mapping applications. The DFIRM database is a subset of the Digital FIS database that serves to archive the information collected during the FIS.",2015-02-27T20:55:38.000Z,2018-01-29T15:14:53.000Z,http://opendata.dc.gov/datasets/8d5233f024b64fa1a042dcd04e66e9ed_8,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Environment_WebMercator/MapServer/8,"-77.1254388206,38.7499329283,-76.8745612069,39.0000667915"
http://opendata.dc.gov/datasets/8f08535a1c144fdca6d8b8074cf92b35_34,Great Streets Grantees,"Grant and grantee information at https://greatstreets.dc.gov/ and https://greatstreets.dc.gov/service/grantees-corner. In 2006, Great Streets began as a three-prong, commercial revitalization initiative to transform emerging corridors throughout the District of Columbia into thriving and inviting neighborhood centers. Led by the Office of the Deputy Mayor for Planning and Economic Development (DMPED) in conjunction with the Office of Planning (OP) and the District Department of Transportation (DDOT), Great Streets has grown into a multi-year, multi-agency program that utilizes public actions and resources to leverage private investment in retail, office space, housing, and cultural facilities across the District. The Government of the District of Columbia through the Office of the Deputy Mayor for Planning and Economic Development (DMPED) administers the Great Streets Retail Small Business Reimbursement Grants, which are competitive grants of up to $50,000 for qualified small business owners who wish to improve their place of business. The purpose of the grant program is to support existing small businesses, attract new businesses, increase the District's tax base, create new job opportunities for District residents, and transform emerging commercial corridors into thriving and inviting neighborhood centers. If you would like to be added to the Great Streets email list to receive updates about small business opportunities in the District of Columbia, please email us at greatstreets@dc.gov. Visit http://greatstreets.dc.gov/ for more information. METADATA CONTENT IS IN PROCESS OF VALIDATION AND SUBJECT TO CHANGE.",2017-05-10T16:18:56.000Z,2018-01-29T15:15:07.000Z,http://opendata.dc.gov/datasets/8f08535a1c144fdca6d8b8074cf92b35_34,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Business_and_Economic_Development_WebMercator/MapServer/34,"-77.066,38.8319,-76.9255,38.9785"
http://opendata.dc.gov/datasets/ab5cc72b8eb3494abea8c848855e22c7_3,Downtown Development Comprehensive Plan,"The DC Comprehensive Plan document (1984) identifies the Downtown Development areas as a key part of the District's Central Employment Area. It is further broken down into ten (10) sub-areas. Downtown, the original commercial area between the Capitol and the White House, is bound generally by North Capitol Street on the east, Pennsylvania Avenue on the south, 15th Street on the west, and Massachusetts Avenue on the north. This area is entirely within the northwest section of the District. Ten (10) component sub-areas identified include: (Retail Core, Gallery Place, Convention Center, Chinatown, Pennsylvania Avenue West, Pennsylvania Quarter, Franklin Square, Mount Vernon Square, Judiciary Square, Downtown East). Boundary areas taken from general descriptions within Comprehensive Plan document. This dataset reflects the boundaries as defined in the 1984 document.",2015-02-27T21:08:29.000Z,2018-01-29T15:07:02.000Z,http://opendata.dc.gov/datasets/ab5cc72b8eb3494abea8c848855e22c7_3,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Planning_Landuse_and_Zoning_WebMercator/MapServer/3,"-77.0345802249,38.8920048568,-77.0090580757,38.9065630953"
http://opendata.dc.gov/datasets/e2277ff0251247018f95aa8aac2a62f0_16,School Attendance Zones (Middle School - Change area),"DC Middle School Attendance change areas. This dataset shows D.C. public middle school attendance areas where the new proposal will change where students attend elementary schools, added to the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). These shape files display the areas throughout the city that have been rezoned to a new elementary, middle and high school attendance zone. Areas of the city could have been reassigned to a different school or reassigned to one of its current school options. These maps do not take into account phasing in policies. The new boundaries were recommended by the Advisory Committee on Student Assignment and accepted by the Mayor. These new boundaries will go into effect in the 2015-16 school year and significant phasing in policies will be put into place. See DME.dc.gov for more information. METADATA CONTENT IS IN PROCESS OF VALIDATION AND SUBJECT TO CHANGE.",2015-02-27T20:53:07.000Z,2018-01-29T15:16:33.000Z,http://opendata.dc.gov/datasets/e2277ff0251247018f95aa8aac2a62f0_16,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Education_WebMercator/MapServer/16,"-77.0862954711,38.8320779217,-76.9308949563,38.9845150221"
http://opendata.dc.gov/datasets/01d0ff375695466d93d1fa2a976e2bdd_5,Fire Hydrants,This layer contains points representing locations for fire hydrants in the District of Columbia.,2015-02-27T21:11:59.000Z,2018-01-29T15:07:27.000Z,http://opendata.dc.gov/datasets/01d0ff375695466d93d1fa2a976e2bdd_5,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Safety_WebMercator/MapServer/5,"-77.1170175741,38.8103785408,-76.9097332691,38.9953445683"
