identifier,portalName
http://ogrip-geohio.opendata.arcgis.com/datasets/23cfb65cdaa64ed898fc65db5edf07a6_0,Parcel Split-Combine Update 10-21-2018,"This dataset contains parcel splits/combines in Stark County, Ohio between 10/11/2018 and 10/18/2018. Information about old and new parcel number and city, village, or township are also included.",2018-10-21T08:22:11.000Z,2018-10-21T08:22:21.541Z,http://ogrip-geohio.opendata.arcgis.com/datasets/23cfb65cdaa64ed898fc65db5edf07a6_0,https://opendata.arcgis.com/datasets/23cfb65cdaa64ed898fc65db5edf07a6_0/FeatureServer/0,"-180.0,-90.0,180.0,90.0"
http://ogrip-geohio.opendata.arcgis.com/datasets/27bf0178712849a69a254d96d086e974_0,Parcel Split-Combine Update 09-30-2018,"This dataset contains parcel splits/combines in Stark County, Ohio between 09/20/2018 and 09/27/2018. Information about old and new parcel number and city, village, or township are also included.",2018-09-30T08:21:42.000Z,2018-09-30T08:21:55.014Z,http://ogrip-geohio.opendata.arcgis.com/datasets/27bf0178712849a69a254d96d086e974_0,https://opendata.arcgis.com/datasets/27bf0178712849a69a254d96d086e974_0/FeatureServer/0,"-180.0,-90.0,180.0,90.0"
http://ogrip-geohio.opendata.arcgis.com/datasets/b6bffa205cee4871813c78c5a8b0c0c8_0,Parcel Transfer Update 09-23-2018,"This dataset contains parcel transfers in Stark County, Ohio between 09/13/2018 and 09/20/2018. Information about former owner and city, village, or township are also included.",2018-09-23T08:25:06.000Z,2018-09-23T08:25:17.206Z,http://ogrip-geohio.opendata.arcgis.com/datasets/b6bffa205cee4871813c78c5a8b0c0c8_0,https://opendata.arcgis.com/datasets/b6bffa205cee4871813c78c5a8b0c0c8_0/FeatureServer/0,"-180.0,-90.0,180.0,90.0"
http://ogrip-geohio.opendata.arcgis.com/datasets/17f9f7d1c78a47768c902ed4ea3fbb90_0,Dissolve OLD FEMA100yrFloodplain,Feature layer generated from running the Dissolve Boundaries solution.,2018-09-09T04:26:09.000Z,2018-09-09T04:52:44.415Z,http://ogrip-geohio.opendata.arcgis.com/datasets/17f9f7d1c78a47768c902ed4ea3fbb90_0,https://services6.arcgis.com/zxOMWqh0yAD6mMsJ/arcgis/rest/services/Dissolve_OLD_FEMA100yrFloodplain/FeatureServer/0,"-84.82002374350185,38.403075524895435,-80.51888152493781,41.97762972676797"
http://ogrip-geohio.opendata.arcgis.com/datasets/5abcc257d6734f1e8b3d8717cd049bb6_0,Hospitals and Health Clinics,"Point layer showing locations of hospitals and clinics throughout Stark County, Ohio.? This data is maintained by the Stark County GIS Department",2015-01-12T15:15:51.000Z,2018-09-14T16:08:45.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/5abcc257d6734f1e8b3d8717cd049bb6_0,https://scgisa.starkcountyohio.gov/arcgis/rest/services/Auditor/LiveWorkLocate/MapServer/0,"-81.5191,40.7639,-81.0968,40.9711"
http://ogrip-geohio.opendata.arcgis.com/datasets/7f4f7a736c0e42a3a54c87d0e3d41ae9_0,Parcel Transfer Update 10-14-2018,"This dataset contains parcel transfers in Stark County, Ohio between 10/04/2018 and 10/11/2018. Information about former owner and city, village, or township are also included.",2018-10-14T08:22:57.000Z,2018-10-14T08:23:09.518Z,http://ogrip-geohio.opendata.arcgis.com/datasets/7f4f7a736c0e42a3a54c87d0e3d41ae9_0,https://opendata.arcgis.com/datasets/7f4f7a736c0e42a3a54c87d0e3d41ae9_0/FeatureServer/0,"-180.0,-90.0,180.0,90.0"
http://ogrip-geohio.opendata.arcgis.com/datasets/a61b6bf1ae604b7ea748695389aac334_0,Parcel Transfer Update 10-28-2018,"This dataset contains parcel transfers in Stark County, Ohio between 10/18/2018 and 10/25/2018. Information about former owner and city, village, or township are also included.",2018-10-28T08:22:02.000Z,2018-10-28T08:22:10.689Z,http://ogrip-geohio.opendata.arcgis.com/datasets/a61b6bf1ae604b7ea748695389aac334_0,https://opendata.arcgis.com/datasets/a61b6bf1ae604b7ea748695389aac334_0/FeatureServer/0,"-180.0,-90.0,180.0,90.0"
http://ogrip-geohio.opendata.arcgis.com/datasets/851cd42100c040d494647f863afc8496,MORPC Member Population Estimates,MORPC staff generates annual population estimates for MORPC member governments for the purpose of dues assessments. The estimates are then adopted by the MORPC Board after each government has had an opportunity to review them. The estimation method is based on the number of new housing units and takes into account each jurisdiction's vacancy rate and population per household as reported by the US Census Bureau.,2016-08-10T20:04:28.000Z,2018-01-16T21:29:19.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/851cd42100c040d494647f863afc8496,http://www.morpc.org/tool-resource/morpc-member-population-estimates/,"-83.27,39.73,-82.61,40.45"
http://ogrip-geohio.opendata.arcgis.com/datasets/99294c2954b94455a4ed2b5af811a09d_0,Parcel Transfer Update 10-07-2018,"This dataset contains parcel transfers in Stark County, Ohio between 09/27/2018 and 10/04/2018. Information about former owner and city, village, or township are also included.",2018-10-07T08:21:06.000Z,2018-10-07T08:21:23.106Z,http://ogrip-geohio.opendata.arcgis.com/datasets/99294c2954b94455a4ed2b5af811a09d_0,https://opendata.arcgis.com/datasets/99294c2954b94455a4ed2b5af811a09d_0/FeatureServer/0,"-180.0,-90.0,180.0,90.0"
http://ogrip-geohio.opendata.arcgis.com/datasets/4817da5cc0dc4365a95282c38d9115c9_5,CSI Pipe,Sewer Infrastructure maintained by the Cuyahoga County Department of Public Works and made public with approval of the owner of the infrastructure.,2017-03-15T19:02:35.000Z,2017-03-15T19:03:26.000Z,http://ogrip-geohio.opendata.arcgis.com/datasets/4817da5cc0dc4365a95282c38d9115c9_5,https://utility.arcgis.com/usrsvcs/servers/4817da5cc0dc4365a95282c38d9115c9/rest/services/CCDPW/Public_Sewer_Infrastructure_WGS84/MapServer/5,"-81.9701,41.2775,-81.4039,41.5888"
